job.id n m mu sampling.fun alpha evals max.evals time.passed PD n.maxdegrees n.leafs n.diameters repl
380 100 4950 2 poisson 1 580 20000 0.328000000000001 198 2 2 2 20
381 100 4950 2 poisson 1 342 20000 0.431 198 2 2 2 21
382 100 4950 2 poisson 1 450 20000 0.217999999999989 198 2 2 2 22
383 100 4950 2 poisson 1 508 20000 0.29 198 2 2 2 23
384 100 4950 2 poisson 1 598 20000 0.308 198 2 2 2 24
385 100 4950 2 poisson 1 652 20000 0.585 198 1 2 2 25
386 100 4950 2 poisson 1 424 20000 0.213999999999999 198 2 2 2 26
387 100 4950 2 poisson 1 1292 20000 0.784 198 1 2 2 27
388 100 4950 2 poisson 1 616 20000 0.535 198 2 2 2 28
389 100 4950 2 poisson 1 343 20000 0.404 198 1 1 2 29
390 100 4950 2 poisson 1 488 20000 0.273999999999999 198 2 2 2 30
391 100 4950 2 uniform1 1 1282 20000 0.734000000000009 198 2 2 1 1
392 100 4950 2 uniform1 1 1262 20000 0.906 198 2 2 2 2
393 100 4950 2 uniform1 1 1515 20000 0.819999999999999 198 2 1 2 3
394 100 4950 2 uniform1 1 2103 20000 1.12 198 2 2 2 4
395 100 4950 2 uniform1 1 2438 20000 1.187 198 2 2 2 5
396 100 4950 2 uniform1 1 1520 20000 0.839 198 1 2 2 6
397 100 4950 2 uniform1 1 1291 20000 0.9 198 2 2 2 7
398 100 4950 2 uniform1 1 2274 20000 1.21 198 1 2 2 8
399 100 4950 2 uniform1 1 807 20000 0.466000000000008 198 2 2 2 9
400 100 4950 2 uniform1 1 1227 20000 0.808 198 1 2 2 10
401 100 4950 2 uniform1 1 1597 20000 0.729 198 2 2 2 11
402 100 4950 2 uniform1 1 1374 20000 0.758 198 1 2 1 12
403 100 4950 2 uniform1 1 2186 20000 1.384 198 2 2 1 13
404 100 4950 2 uniform1 1 2511 20000 1.143 198 2 2 2 14
405 100 4950 2 uniform1 1 1206 20000 0.623 198 2 2 2 15
406 100 4950 2 uniform1 1 1185 20000 0.811999999999999 198 2 2 2 16
407 100 4950 2 uniform1 1 1975 20000 0.969999999999999 198 1 1 2 17
408 100 4950 2 uniform1 1 879 20000 0.581 198 1 2 2 18
409 100 4950 2 uniform1 1 761 20000 0.345000000000001 198 2 2 2 19
410 100 4950 2 uniform1 1 1403 20000 0.707999999999998 198 2 2 2 20
411 100 4950 2 uniform1 1 2473 20000 1.36699999999999 198 2 2 2 21
412 100 4950 2 uniform1 1 2073 20000 1.219 198 1 2 2 22
413 100 4950 2 uniform1 1 1914 20000 1.059 198 2 2 2 23
414 100 4950 2 uniform1 1 1794 20000 1.204 198 2 2 2 24
415 100 4950 2 uniform1 1 1314 20000 0.629999999999995 198 2 2 2 25
416 100 4950 2 uniform1 1 2008 20000 1.215 198 1 2 2 26
417 100 4950 2 uniform1 1 1377 20000 0.959000000000001 198 1 2 2 27
418 100 4950 2 uniform1 1 1642 20000 1.092 198 2 2 2 28
419 100 4950 2 uniform1 1 1097 20000 0.492 198 2 2 2 29
420 100 4950 2 uniform1 1 2260 20000 1.103 198 2 2 2 30
421 100 4950 2 uniform2 1 612 20000 0.294999999999998 198 1 2 2 1
422 100 4950 2 uniform2 1 1160 20000 0.610999999999999 198 2 2 2 2
423 100 4950 2 uniform2 1 1111 20000 0.805 198 1 2 2 3
424 100 4950 2 uniform2 1 982 20000 0.488 198 2 1 2 4
425 100 4950 2 uniform2 1 1633 20000 0.746 198 1 2 2 5
426 100 4950 2 uniform2 1 684 20000 0.392 198 2 2 2 6
427 100 4950 2 uniform2 1 1173 20000 0.581000000000003 198 1 2 2 7
428 100 4950 2 uniform2 1 1200 20000 0.718999999999994 198 1 2 2 8
429 100 4950 2 uniform2 1 577 20000 0.316000000000003 198 1 2 2 9
430 100 4950 2 uniform2 1 728 20000 0.367999999999999 198 1 2 2 10
431 100 4950 2 uniform2 1 723 20000 0.415999999999997 198 2 2 2 11
432 100 4950 2 uniform2 1 753 20000 0.384 198 1 2 2 12
433 100 4950 2 uniform2 1 978 20000 0.488 198 1 2 2 13
434 100 4950 2 uniform2 1 2053 20000 0.977 198 2 2 2 14
435 100 4950 2 uniform2 1 915 20000 0.463999999999999 198 1 2 2 15
436 100 4950 2 uniform2 1 989 20000 0.507 198 2 2 2 16
437 100 4950 2 uniform2 1 847 20000 0.428 198 2 2 2 17
438 100 4950 2 uniform2 1 1688 20000 0.803 198 1 2 2 18
439 100 4950 2 uniform2 1 1702 20000 0.853000000000001 198 1 2 2 19
440 100 4950 2 uniform2 1 689 20000 0.533 198 1 2 2 20
441 100 4950 2 uniform2 1 691 20000 0.321999999999999 198 2 2 2 21
442 100 4950 2 uniform2 1 628 20000 0.447 198 1 2 2 22
443 100 4950 2 uniform2 1 1641 20000 0.768 198 2 2 1 23
444 100 4950 2 uniform2 1 881 20000 0.598 198 1 2 2 24
445 100 4950 2 uniform2 1 634 20000 0.507 198 2 2 2 25
446 100 4950 2 uniform2 1 1418 20000 0.825000000000003 198 1 2 2 26
447 100 4950 2 uniform2 1 2024 20000 1.207 198 1 2 2 27
448 100 4950 2 uniform2 1 1085 20000 0.43 198 1 2 2 28
449 100 4950 2 uniform2 1 1250 20000 0.608000000000004 198 2 1 2 29
450 100 4950 2 uniform2 1 724 20000 0.337 198 1 2 2 30
451 100 4950 2 uniform3 1 910 20000 0.507000000000005 198 1 2 2 1
452 100 4950 2 uniform3 1 290 20000 0.180000000000007 198 2 1 2 2
453 100 4950 2 uniform3 1 1338 20000 0.899 198 1 1 1 3
454 100 4950 2 uniform3 1 428 20000 0.194 198 2 2 2 4
455 100 4950 2 uniform3 1 510 20000 0.25500000000001 198 2 2 2 5
456 100 4950 2 uniform3 1 476 20000 0.443 198 1 2 2 6
457 100 4950 2 uniform3 1 823 20000 0.391 198 2 2 2 7
458 100 4950 2 uniform3 1 847 20000 0.421999999999997 198 1 2 2 8
459 100 4950 2 uniform3 1 571 20000 0.307 198 2 2 2 9
460 100 4950 2 uniform3 1 333 20000 0.367 198 2 2 2 10
461 100 4950 2 uniform3 1 288 20000 0.171 198 1 2 2 11
462 100 4950 2 uniform3 1 1283 20000 0.671000000000006 198 2 2 2 12
463 100 4950 2 uniform3 1 403 20000 0.331000000000001 198 2 2 2 13
464 100 4950 2 uniform3 1 807 20000 0.59 198 1 2 2 14
465 100 4950 2 uniform3 1 1032 20000 0.565000000000012 198 2 2 2 15
466 100 4950 2 uniform3 1 397 20000 0.173999999999992 198 2 1 2 16
467 100 4950 2 uniform3 1 727 20000 0.311 198 1 2 2 17
468 100 4950 2 uniform3 1 349 20000 0.404 198 2 2 2 18
469 100 4950 2 uniform3 1 658 20000 0.256 198 2 2 2 19
470 100 4950 2 uniform3 1 455 20000 0.233000000000004 198 2 2 1 20
471 100 4950 2 uniform3 1 942 20000 0.494 198 2 2 2 21
472 100 4950 2 uniform3 1 762 20000 0.440999999999988 198 2 1 2 22
473 100 4950 2 uniform3 1 545 20000 0.272000000000006 198 2 2 2 23
474 100 4950 2 uniform3 1 418 20000 0.218000000000004 198 1 2 2 24
475 100 4950 2 uniform3 1 505 20000 0.255999999999999 198 2 2 1 25
476 100 4950 2 uniform3 1 1046 20000 0.637 198 1 2 2 26
477 100 4950 2 uniform3 1 485 20000 0.22 198 2 2 2 27
478 100 4950 2 uniform3 1 408 20000 0.256999999999991 198 2 2 2 28
479 100 4950 2 uniform3 1 640 20000 0.463 198 2 2 2 29
480 100 4950 2 uniform3 1 592 20000 0.325 198 1 2 2 30
481 100 4950 10 poisson 1 10940 1e+05 9.526 8910 3 7 7 1
482 100 4950 10 poisson 1 7422 1e+05 6.949 8910 3 7 6 2
483 100 4950 10 poisson 1 5632 1e+05 5.17 8910 3 7 9 3
484 100 4950 10 poisson 1 6398 1e+05 6.694 8910 3 8 7 4
485 100 4950 10 poisson 1 5625 1e+05 4.955 8910 4 8 9 5
486 100 4950 10 poisson 1 6249 1e+05 5.527 8910 2 6 5 6
487 100 4950 10 poisson 1 6585 1e+05 5.792 8910 3 8 6 7
488 100 4950 10 poisson 1 10005 1e+05 8.797 8910 4 6 8 8
489 100 4950 10 poisson 1 4126 1e+05 3.847 8910 2 6 7 9
490 100 4950 10 poisson 1 6243 1e+05 5.228 8910 2 6 7 10
491 100 4950 10 poisson 1 4304 1e+05 4.349 8910 3 9 9 11
492 100 4950 10 poisson 1 5029 1e+05 5.094 8910 4 6 8 12
493 100 4950 10 poisson 1 9620 1e+05 9.464 8910 3 6 8 13
494 100 4950 10 poisson 1 9664 1e+05 8.739 8910 5 8 9 14
495 100 4950 10 poisson 1 6520 1e+05 6 8910 3 6 8 15
496 100 4950 10 poisson 1 8385 1e+05 8.077 8910 3 8 9 16
497 100 4950 10 poisson 1 4898 1e+05 4.537 8910 3 9 8 17
498 100 4950 10 poisson 1 7354 1e+05 7.166 8910 3 9 9 18
499 100 4950 10 poisson 1 6735 1e+05 6.577 8910 3 5 8 19
500 100 4950 10 poisson 1 9597 1e+05 9.949 8910 4 7 8 20
501 100 4950 10 poisson 1 10231 1e+05 8.771 8910 3 6 6 21
502 100 4950 10 poisson 1 12656 1e+05 12.565 8910 4 8 10 22
503 100 4950 10 poisson 1 11943 1e+05 12.366 8910 3 8 6 23
504 100 4950 10 poisson 1 4691 1e+05 8.54 8910 2 8 7 24
505 100 4950 10 poisson 1 5039 1e+05 5.021 8910 3 8 7 25
506 100 4950 10 poisson 1 5944 1e+05 6.206 8910 3 6 8 26
507 100 4950 10 poisson 1 10936 1e+05 11.108 8910 3 8 8 27
508 100 4950 10 poisson 1 9147 1e+05 8.02 8910 2 8 8 28
509 100 4950 10 poisson 1 5906 1e+05 5.954 8910 3 5 9 29
510 100 4950 10 poisson 1 10286 1e+05 22.791 8910 3 8 7 30
511 100 4950 10 uniform1 1 22122 1e+05 21.663 8910 3 7 7 1
512 100 4950 10 uniform1 1 20229 1e+05 16.029 8910 2 8 8 2
513 100 4950 10 uniform1 1 17513 1e+05 14.114 8910 4 8 7 3
514 100 4950 10 uniform1 1 16752 1e+05 16.461 8910 3 6 7 4
515 100 4950 10 uniform1 1 14008 1e+05 12.904 8910 3 7 9 5
516 100 4950 10 uniform1 1 14730 1e+05 13.955 8910 4 6 7 6
517 100 4950 10 uniform1 1 15779 1e+05 13.247 8910 3 6 7 7
518 100 4950 10 uniform1 1 22633 1e+05 20.83 8910 4 7 8 8
519 100 4950 10 uniform1 1 19316 1e+05 17.337 8910 3 7 5 9
520 100 4950 10 uniform1 1 14195 1e+05 14.297 8910 2 7 8 10
521 100 4950 10 uniform1 1 17650 1e+05 18.427 8910 2 7 8 11
522 100 4950 10 uniform1 1 12229 1e+05 10.502 8910 4 8 6 12
523 100 4950 10 uniform1 1 15174 1e+05 14.882 8910 3 6 6 13
524 100 4950 10 uniform1 1 15001 1e+05 14.124 8910 3 5 8 14
525 100 4950 10 uniform1 1 15188 1e+05 15.454 8910 3 7 9 15
526 100 4950 10 uniform1 1 13332 1e+05 13.336 8910 3 8 8 16
527 100 4950 10 uniform1 1 18225 1e+05 18.102 8910 3 7 8 17
528 100 4950 10 uniform1 1 12638 1e+05 12.025 8910 4 6 9 18
529 100 4950 10 uniform1 1 21723 1e+05 19.67 8910 2 7 7 19
530 100 4950 10 uniform1 1 22134 1e+05 22.354 8910 2 5 9 20
531 100 4950 10 uniform1 1 12079 1e+05 11.224 8910 2 6 7 21
532 100 4950 10 uniform1 1 17351 1e+05 17.328 8910 3 6 9 22
533 100 4950 10 uniform1 1 21191 1e+05 20.587 8910 3 5 8 23
534 100 4950 10 uniform1 1 16585 1e+05 15.472 8910 3 7 8 24
535 100 4950 10 uniform1 1 13916 1e+05 12.826 8910 3 6 9 25
536 100 4950 10 uniform1 1 15560 1e+05 13.956 8910 4 6 8 26
537 100 4950 10 uniform1 1 16229 1e+05 13.884 8910 2 6 7 27
538 100 4950 10 uniform1 1 19696 1e+05 20.049 8910 4 6 7 28
539 100 4950 10 uniform1 1 15178 1e+05 15.379 8910 4 9 8 29
540 100 4950 10 uniform1 1 16748 1e+05 15.358 8910 4 7 7 30
541 100 4950 10 uniform2 1 9548 1e+05 9.179 8910 3 6 7 1
542 100 4950 10 uniform2 1 17171 1e+05 14.916 8910 3 8 6 2
543 100 4950 10 uniform2 1 11692 1e+05 11.718 8910 3 6 8 3
544 100 4950 10 uniform2 1 10776 1e+05 9.521 8910 2 6 8 4
545 100 4950 10 uniform2 1 11236 1e+05 10.006 8910 4 6 5 5
546 100 4950 10 uniform2 1 13858 1e+05 13.391 8910 4 7 7 6
547 100 4950 10 uniform2 1 11096 1e+05 11.141 8910 3 8 6 7
548 100 4950 10 uniform2 1 8456 1e+05 7.208 8910 3 7 7 8
549 100 4950 10 uniform2 1 9657 1e+05 8.664 8910 2 9 7 9
550 100 4950 10 uniform2 1 9244 1e+05 9.335 8910 4 10 5 10
551 100 4950 10 uniform2 1 6544 1e+05 6.438 8910 4 5 9 11
552 100 4950 10 uniform2 1 9684 1e+05 8.469 8910 4 8 7 12
553 100 4950 10 uniform2 1 14040 1e+05 13.515 8910 4 7 7 13
554 100 4950 10 uniform2 1 10327 1e+05 9.346 8910 3 7 7 14
555 100 4950 10 uniform2 1 8438 1e+05 7.352 8910 4 6 8 15
556 100 4950 10 uniform2 1 12474 1e+05 12.007 8910 4 6 7 16
557 100 4950 10 uniform2 1 10357 1e+05 8.708 8910 4 8 7 17
558 100 4950 10 uniform2 1 9792 1e+05 10.204 8910 2 9 8 18
559 100 4950 10 uniform2 1 10135 1e+05 9.548 8910 3 8 7 19
560 100 4950 10 uniform2 1 9139 1e+05 8.81399999999999 8910 3 8 9 20
561 100 4950 10 uniform2 1 9703 1e+05 9.84299999999999 8910 2 8 8 21
562 100 4950 10 uniform2 1 12164 1e+05 11.52 8910 2 6 7 22
563 100 4950 10 uniform2 1 8456 1e+05 7.415 8910 4 6 7 23
564 100 4950 10 uniform2 1 7844 1e+05 7.107 8910 4 7 8 24
565 100 4950 10 uniform2 1 10951 1e+05 11.311 8910 3 7 7 25
566 100 4950 10 uniform2 1 13055 1e+05 12.064 8910 3 6 9 26
567 100 4950 10 uniform2 1 17038 1e+05 15.527 8910 3 4 8 27
568 100 4950 10 uniform2 1 12616 1e+05 11.541 8910 3 7 6 28
569 100 4950 10 uniform2 1 25362 1e+05 24.164 8910 3 8 7 29
570 100 4950 10 uniform2 1 10348 1e+05 10.196 8910 4 9 8 30
571 100 4950 10 uniform3 1 6799 1e+05 6.086 8910 3 8 9 1
572 100 4950 10 uniform3 1 11683 1e+05 11.302 8910 4 8 9 2
573 100 4950 10 uniform3 1 13641 1e+05 13.904 8910 3 6 8 3
574 100 4950 10 uniform3 1 6168 1e+05 6.056 8910 2 9 8 4
575 100 4950 10 uniform3 1 7662 1e+05 6.543 8910 4 7 6 5
576 100 4950 10 uniform3 1 6910 1e+05 6.455 8910 3 9 8 6
577 100 4950 10 uniform3 1 8253 1e+05 7.86 8910 4 7 10 7
578 100 4950 10 uniform3 1 8715 1e+05 8.41800000000001 8910 4 6 7 8
579 100 4950 10 uniform3 1 7898 1e+05 7.532 8910 3 8 7 9
580 100 4950 10 uniform3 1 9493 1e+05 8.367 8910 3 7 8 10
581 100 4950 10 uniform3 1 12563 1e+05 11.932 8910 2 7 5 11
582 100 4950 10 uniform3 1 7622 1e+05 7.291 8910 4 7 6 12
583 100 4950 10 uniform3 1 9470 1e+05 8.761 8910 3 6 7 13
584 100 4950 10 uniform3 1 4974 1e+05 5.08800000000001 8910 3 5 9 14
585 100 4950 10 uniform3 1 5704 1e+05 5.588 8910 3 8 9 15
586 100 4950 10 uniform3 1 5374 1e+05 5.296 8910 4 6 8 16
587 100 4950 10 uniform3 1 6446 1e+05 6.269 8910 3 6 8 17
588 100 4950 10 uniform3 1 8126 1e+05 8.452 8910 4 5 7 18
589 100 4950 10 uniform3 1 8458 1e+05 8.349 8910 3 6 8 19
590 100 4950 10 uniform3 1 6746 1e+05 7.19200000000001 8910 3 6 9 20
591 100 4950 10 uniform3 1 8876 1e+05 8.09099999999999 8910 2 7 8 21
592 100 4950 10 uniform3 1 5561 1e+05 5.58 8910 3 8 8 22
593 100 4950 10 uniform3 1 6154 1e+05 5.91 8910 3 8 7 23
594 100 4950 10 uniform3 1 4901 1e+05 4.265 8910 4 5 7 24
595 100 4950 10 uniform3 1 7124 1e+05 6.241 8910 4 6 9 25
596 100 4950 10 uniform3 1 11978 1e+05 10.846 8910 3 7 7 26
597 100 4950 10 uniform3 1 7779 1e+05 7.879 8910 3 9 8 27
598 100 4950 10 uniform3 1 10227 1e+05 8.848 8910 3 6 8 28
599 100 4950 10 uniform3 1 9696 1e+05 9.658 8910 4 6 6 29
600 100 4950 10 uniform3 1 8620 1e+05 8.022 8910 3 5 7 30
601 100 4950 25 poisson 1 39735 250000 66.18 59400 4 12 15 1
602 100 4950 25 poisson 1 67117 250000 123.388 59400 3 13 12 2
603 100 4950 25 poisson 1 40220 250000 75.468 59400 4 11 12 3
604 100 4950 25 poisson 1 46822 250000 76.697 59400 4 9 13 4
605 100 4950 25 poisson 1 28388 250000 47.72 59400 4 11 16 5
606 100 4950 25 poisson 1 52155 250000 88.307 59400 5 11 16 6
607 100 4950 25 poisson 1 36557 250000 57.482 59400 4 11 14 7
608 100 4950 25 poisson 1 34907 250000 57.31 59400 3 11 13 8
609 100 4950 25 poisson 1 42609 250000 69.673 59400 4 10 11 9
610 100 4950 25 poisson 1 67805 250000 114.568 59400 4 11 11 10
611 100 4950 25 poisson 1 47645 250000 77.336 59400 4 10 13 11
612 100 4950 25 poisson 1 47195 250000 76.365 59400 3 10 15 12
613 100 4950 25 poisson 1 41988 250000 62.901 59400 4 9 14 13
614 100 4950 25 poisson 1 68284 250000 114.349 59400 4 10 13 14
615 100 4950 25 poisson 1 77568 250000 125.249 59400 4 11 14 15
616 100 4950 25 poisson 1 52318 250000 92.496 59400 4 11 15 16
617 100 4950 25 poisson 1 39722 250000 70.439 59400 4 11 13 17
618 100 4950 25 poisson 1 58392 250000 100.948 59400 4 12 12 18
619 100 4950 25 poisson 1 43413 250000 77.357 59400 4 10 13 19
620 100 4950 25 poisson 1 66969 250000 115.248 59400 4 9 13 20
621 100 4950 25 poisson 1 38573 250000 63.894 59400 4 11 12 21
622 100 4950 25 poisson 1 45349 250000 75.665 59400 4 12 13 22
623 100 4950 25 poisson 1 60982 250000 90.317 59400 3 10 14 23
624 100 4950 25 poisson 1 63317 250000 100.201 59400 3 12 14 24
625 100 4950 25 poisson 1 40297 250000 72.851 59400 3 12 14 25
626 100 4950 25 poisson 1 54475 250000 95.47 59400 4 10 11 26
627 100 4950 25 poisson 1 124203 250000 220.505 59400 3 13 13 27
628 100 4950 25 poisson 1 44947 250000 81.597 59400 4 10 14 28
629 100 4950 25 poisson 1 56890 250000 96.084 59400 5 11 12 29
630 100 4950 25 poisson 1 58613 250000 92.102 59400 3 10 13 30
631 100 4950 25 uniform1 1 97103 250000 166.566 59400 5 8 13 1
632 100 4950 25 uniform1 1 81569 250000 133.637 59400 2 11 12 2
633 100 4950 25 uniform1 1 64294 250000 107.994 59400 4 11 12 3
634 100 4950 25 uniform1 1 76028 250000 124.174 59400 4 11 10 4
635 100 4950 25 uniform1 1 53131 250000 96.229 59400 4 9 13 5
636 100 4950 25 uniform1 1 45170 250000 74.882 59400 4 11 11 6
637 100 4950 25 uniform1 1 82693 250000 132.658 59400 4 11 14 7
638 100 4950 25 uniform1 1 66600 250000 100.761 59400 4 12 13 8
639 100 4950 25 uniform1 1 59837 250000 94.67 59400 5 12 12 9
640 100 4950 25 uniform1 1 69406 250000 114.623 59400 4 9 13 10
641 100 4950 25 uniform1 1 76357 250000 138.364 59400 3 11 12 11
642 100 4950 25 uniform1 1 57380 250000 92.41 59400 5 10 12 12
643 100 4950 25 uniform1 1 62826 250000 101.074 59400 4 12 11 13
644 100 4950 25 uniform1 1 54711 250000 188.368 59400 5 13 13 14
645 100 4950 25 uniform1 1 93670 250000 156.283 59400 5 11 12 15
646 100 4950 25 uniform1 1 74006 250000 119.946 59400 4 8 14 16
647 100 4950 25 uniform1 1 96871 250000 194.514 59400 4 9 14 17
648 100 4950 25 uniform1 1 99948 250000 173.326 59400 4 10 13 18
649 100 4950 25 uniform1 1 55899 250000 90.379 59400 4 11 11 19
650 100 4950 25 uniform1 1 55282 250000 92.698 59400 4 11 17 20
651 100 4950 25 uniform1 1 98060 250000 157.476 59400 4 11 13 21
652 100 4950 25 uniform1 1 90094 250000 140.566 59400 4 13 13 22
653 100 4950 25 uniform1 1 69333 250000 111.126 59400 4 13 13 23
654 100 4950 25 uniform1 1 61649 250000 99.927 59400 3 10 13 24
655 100 4950 25 uniform1 1 64960 250000 103.862 59400 2 11 13 25
656 100 4950 25 uniform1 1 93640 250000 153.222 59400 4 10 12 26
657 100 4950 25 uniform1 1 64226 250000 116.116 59400 5 14 13 27
658 100 4950 25 uniform1 1 57940 250000 89.821 59400 4 9 12 28
659 100 4950 25 uniform1 1 120980 250000 181.282 59400 5 11 12 29
660 100 4950 25 uniform1 1 61303 250000 104.756 59400 5 10 12 30
661 100 4950 25 uniform2 1 39793 250000 69.515 59400 4 11 14 1
662 100 4950 25 uniform2 1 42030 250000 70.646 59400 5 11 13 2
663 100 4950 25 uniform2 1 81523 250000 116.706 59400 4 13 13 3
664 100 4950 25 uniform2 1 51966 250000 88.733 59400 4 11 14 4
665 100 4950 25 uniform2 1 58204 250000 103.74 59400 4 10 12 5
666 100 4950 25 uniform2 1 78739 250000 140.591 59400 4 11 13 6
667 100 4950 25 uniform2 1 52471 250000 87.693 59400 4 12 13 7
668 100 4950 25 uniform2 1 53434 250000 98.543 59400 4 12 14 8
669 100 4950 25 uniform2 1 56264 250000 96.583 59400 3 12 10 9
670 100 4950 25 uniform2 1 64004 250000 117.049 59400 3 12 15 10
671 100 4950 25 uniform2 1 78146 250000 119.661 59400 4 9 16 11
672 100 4950 25 uniform2 1 44428 250000 76.262 59400 4 10 13 12
673 100 4950 25 uniform2 1 40990 250000 67.956 59400 5 11 12 13
674 100 4950 25 uniform2 1 53830 250000 98.39 59400 4 10 11 14
675 100 4950 25 uniform2 1 65450 250000 105.733 59400 5 11 14 15
676 100 4950 25 uniform2 1 62587 250000 113.368 59400 3 10 14 16
677 100 4950 25 uniform2 1 57953 250000 94.008 59400 4 10 12 17
678 100 4950 25 uniform2 1 51637 250000 83.069 59400 4 10 10 18
679 100 4950 25 uniform2 1 42515 250000 65.734 59400 4 10 15 19
680 100 4950 25 uniform2 1 66163 250000 107.992 59400 4 10 14 20
681 100 4950 25 uniform2 1 99122 250000 164.484 59400 3 11 13 21
682 100 4950 25 uniform2 1 49147 250000 88.77 59400 4 11 14 22
683 100 4950 25 uniform2 1 40587 250000 66.623 59400 4 10 12 23
684 100 4950 25 uniform2 1 56491 250000 92.645 59400 4 11 12 24
685 100 4950 25 uniform2 1 84928 250000 148.79 59400 4 11 13 25
686 100 4950 25 uniform2 1 68751 250000 116.355 59400 5 11 12 26
687 100 4950 25 uniform2 1 51837 250000 79.324 59400 3 9 10 27
688 100 4950 25 uniform2 1 77480 250000 126.08 59400 3 12 12 28
689 100 4950 25 uniform2 1 63595 250000 108.174 59400 3 11 15 29
690 100 4950 25 uniform2 1 39893 250000 68.301 59400 4 12 16 30
691 100 4950 25 uniform3 1 59131 250000 105.619 59400 4 10 14 1
692 100 4950 25 uniform3 1 42735 250000 74.137 59400 4 11 15 2
693 100 4950 25 uniform3 1 50666 250000 84.751 59400 3 10 15 3
694 100 4950 25 uniform3 1 130714 250000 227.992 59400 5 11 12 4
695 100 4950 25 uniform3 1 44577 250000 72.643 59400 5 10 12 5
696 100 4950 25 uniform3 1 59726 250000 101.71 59400 4 9 15 6
697 100 4950 25 uniform3 1 50203 250000 75.877 59400 4 9 15 7
698 100 4950 25 uniform3 1 78894 250000 129.79 59400 5 12 14 8
699 100 4950 25 uniform3 1 60428 250000 95.729 59400 4 13 10 9
700 100 4950 25 uniform3 1 48143 250000 83.439 59400 5 12 13 10
701 100 4950 25 uniform3 1 42392 250000 73.259 59400 4 9 12 11
702 100 4950 25 uniform3 1 46282 250000 79.95 59400 4 9 14 12
703 100 4950 25 uniform3 1 45955 250000 73.297 59400 3 11 12 13
704 100 4950 25 uniform3 1 58607 250000 95.427 59400 4 10 15 14
705 100 4950 25 uniform3 1 62518 250000 103.049 59400 4 12 13 15
706 100 4950 25 uniform3 1 73776 250000 121.599 59400 4 12 15 16
707 100 4950 25 uniform3 1 47132 250000 80.684 59400 3 10 11 17
708 100 4950 25 uniform3 1 69141 250000 118.33 59400 3 12 14 18
709 100 4950 25 uniform3 1 45510 250000 77.694 59400 3 12 11 19
710 100 4950 25 uniform3 1 44801 250000 77.456 59400 4 9 13 20
711 100 4950 25 uniform3 1 70935 250000 122.362 59400 4 11 13 21
712 100 4950 25 uniform3 1 54230 250000 93.707 59400 5 11 10 22
713 100 4950 25 uniform3 1 78065 250000 163.241 59400 5 10 11 23
714 100 4950 25 uniform3 1 50622 250000 88.469 59400 4 9 13 24
715 100 4950 25 uniform3 1 98231 250000 165.594 59400 4 11 11 25
716 100 4950 25 uniform3 1 59999 250000 101.042 59400 5 9 14 26
717 100 4950 25 uniform3 1 42018 250000 67.733 59400 4 12 10 27
718 100 4950 25 uniform3 1 67024 250000 108.684 59400 3 10 14 28
719 100 4950 25 uniform3 1 32357 250000 49.477 59400 4 12 13 29
720 100 4950 25 uniform3 1 48973 250000 88.114 59400 4 12 13 30
721 100 4950 50 poisson 1 5e+05 5e+05 1505.97 242290 4 13 19 1
722 100 4950 50 poisson 1 5e+05 5e+05 1563.883 242244 4 12 16 2
723 100 4950 50 poisson 1 5e+05 5e+05 1548.32 242270 5 15 18 3
724 100 4950 50 poisson 1 5e+05 5e+05 1546.904 242290 4 14 19 4
725 100 4950 50 poisson 1 5e+05 5e+05 1532.898 242274 4 13 17 5
726 100 4950 50 poisson 1 5e+05 5e+05 1439.947 242256 4 12 18 6
727 100 4950 50 poisson 1 5e+05 5e+05 1449.553 242270 4 12 16 7
728 100 4950 50 poisson 1 5e+05 5e+05 1896.712 242284 4 16 16 8
729 100 4950 50 poisson 1 5e+05 5e+05 1476.99 242290 5 13 18 9
730 100 4950 50 poisson 1 5e+05 5e+05 1546.769 242242 5 15 17 10
731 100 4950 50 poisson 1 5e+05 5e+05 1565.433 242266 5 14 19 11
732 100 4950 50 poisson 1 5e+05 5e+05 1374.594 242284 4 16 15 12
733 100 4950 50 poisson 1 5e+05 5e+05 1526.469 242284 4 16 18 13
734 100 4950 50 poisson 1 5e+05 5e+05 1392.006 242270 4 14 16 14
735 100 4950 50 poisson 1 5e+05 5e+05 1440.507 242298 4 14 17 15
736 100 4950 50 poisson 1 5e+05 5e+05 1519.39 242262 4 14 17 16
737 100 4950 50 poisson 1 5e+05 5e+05 1522.893 242276 4 14 17 17
738 100 4950 50 poisson 1 5e+05 5e+05 1599.741 242248 5 13 15 18
739 100 4950 50 poisson 1 5e+05 5e+05 1505.451 242274 5 13 17 19
740 100 4950 50 poisson 1 5e+05 5e+05 1537.978 242268 4 14 14 20
741 100 4950 50 poisson 1 5e+05 5e+05 1523.654 242280 4 14 17 21
742 100 4950 50 poisson 1 5e+05 5e+05 1647.81 242290 4 13 19 22
743 100 4950 50 poisson 1 5e+05 5e+05 1577.598 242274 5 12 17 23
744 100 4950 50 poisson 1 5e+05 5e+05 1549.806 242264 4 16 17 24
745 100 4950 50 poisson 1 5e+05 5e+05 1531.621 242300 4 15 19 25
746 100 4950 50 poisson 1 5e+05 5e+05 1387.567 242270 5 12 17 26
747 100 4950 50 poisson 1 5e+05 5e+05 1341.27 242280 4 16 19 27
