job.id n m mu sampling.fun alpha evals max.evals time.passed PD n.maxdegrees n.leafs n.diameters repl
748 100 4950 50 poisson 1 5e+05 5e+05 1524.264 242286 3 14 18 28
749 100 4950 50 poisson 1 5e+05 5e+05 1387.103 242280 4 12 17 29
750 100 4950 50 poisson 1 5e+05 5e+05 1429.414 242256 4 12 16 30
751 100 4950 50 uniform1 1 5e+05 5e+05 1337.853 242382 5 9 15 1
752 100 4950 50 uniform1 1 5e+05 5e+05 1342.098 242400 5 14 16 2
753 100 4950 50 uniform1 1 5e+05 5e+05 1408.634 242384 6 12 17 3
754 100 4950 50 uniform1 1 5e+05 5e+05 1520.609 242390 4 15 15 4
755 100 4950 50 uniform1 1 5e+05 5e+05 1420.73 242370 4 12 16 5
756 100 4950 50 uniform1 1 5e+05 5e+05 1457.986 242384 4 12 17 6
757 100 4950 50 uniform1 1 5e+05 5e+05 1484.679 242390 4 12 17 7
758 100 4950 50 uniform1 1 5e+05 5e+05 1866.784 242406 5 16 13 8
759 100 4950 50 uniform1 1 5e+05 5e+05 1534.936 242386 4 12 17 9
760 100 4950 50 uniform1 1 5e+05 5e+05 1429.941 242376 4 12 16 10
761 100 4950 50 uniform1 1 5e+05 5e+05 1410.415 242392 4 13 14 11
762 100 4950 50 uniform1 1 5e+05 5e+05 1323.736 242394 5 11 17 12
763 100 4950 50 uniform1 1 5e+05 5e+05 1510.099 242388 5 16 18 13
764 100 4950 50 uniform1 1 5e+05 5e+05 1521.282 242380 4 10 16 14
765 100 4950 50 uniform1 1 5e+05 5e+05 1406.902 242378 5 14 14 15
766 100 4950 50 uniform1 1 5e+05 5e+05 1468.535 242392 4 14 15 16
767 100 4950 50 uniform1 1 5e+05 5e+05 1273.278 242380 4 14 16 17
768 100 4950 50 uniform1 1 5e+05 5e+05 1559.062 242392 4 13 19 18
769 100 4950 50 uniform1 1 5e+05 5e+05 1340.311 242376 4 13 19 19
770 100 4950 50 uniform1 1 5e+05 5e+05 1436.791 242402 4 13 15 20
771 100 4950 50 uniform1 1 5e+05 5e+05 1452.88 242382 5 15 14 21
772 100 4950 50 uniform1 1 5e+05 5e+05 1433.927 242392 4 13 15 22
773 100 4950 50 uniform1 1 5e+05 5e+05 1344.887 242378 5 12 15 23
774 100 4950 50 uniform1 1 5e+05 5e+05 1383.203 242396 4 13 16 24
775 100 4950 50 uniform1 1 5e+05 5e+05 1509.938 242402 4 14 14 25
776 100 4950 50 uniform1 1 5e+05 5e+05 1330.423 242388 5 15 15 26
777 100 4950 50 uniform1 1 5e+05 5e+05 1372.261 242392 5 11 17 27
778 100 4950 50 uniform1 1 5e+05 5e+05 1430.591 242400 5 15 15 28
779 100 4950 50 uniform1 1 5e+05 5e+05 1555.752 242404 4 12 17 29
780 100 4950 50 uniform1 1 5e+05 5e+05 1442.973 242388 4 14 21 30
781 100 4950 50 uniform2 1 5e+05 5e+05 1527.293 242358 4 16 20 1
782 100 4950 50 uniform2 1 5e+05 5e+05 1403.636 242360 4 12 17 2
783 100 4950 50 uniform2 1 5e+05 5e+05 1446.27 242348 4 15 15 3
784 100 4950 50 uniform2 1 5e+05 5e+05 2578.12 242354 4 13 18 4
785 100 4950 50 uniform2 1 5e+05 5e+05 1379.107 242360 4 14 14 5
786 100 4950 50 uniform2 1 5e+05 5e+05 1390.492 242360 4 12 16 6
787 100 4950 50 uniform2 1 5e+05 5e+05 1419.52 242348 4 12 18 7
788 100 4950 50 uniform2 1 5e+05 5e+05 1527.749 242368 4 12 16 8
789 100 4950 50 uniform2 1 5e+05 5e+05 1432.047 242368 4 14 15 9
790 100 4950 50 uniform2 1 5e+05 5e+05 1524.468 242366 5 12 18 10
791 100 4950 50 uniform2 1 5e+05 5e+05 1389.734 242362 5 14 15 11
792 100 4950 50 uniform2 1 5e+05 5e+05 1449.737 242374 4 15 16 12
793 100 4950 50 uniform2 1 5e+05 5e+05 1390.591 242358 5 13 17 13
794 100 4950 50 uniform2 1 5e+05 5e+05 1394.501 242352 4 14 16 14
795 100 4950 50 uniform2 1 5e+05 5e+05 1329.768 242364 4 13 15 15
796 100 4950 50 uniform2 1 5e+05 5e+05 1420.065 242368 5 14 18 16
797 100 4950 50 uniform2 1 5e+05 5e+05 1488.772 242342 5 13 15 17
798 100 4950 50 uniform2 1 5e+05 5e+05 1511.932 242360 5 12 19 18
799 100 4950 50 uniform2 1 5e+05 5e+05 1403.768 242374 5 12 17 19
800 100 4950 50 uniform2 1 5e+05 5e+05 1404.943 242344 3 12 16 20
801 100 4950 50 uniform2 1 5e+05 5e+05 1414.135 242370 4 14 17 21
802 100 4950 50 uniform2 1 5e+05 5e+05 1571.565 242360 4 14 19 22
803 100 4950 50 uniform2 1 5e+05 5e+05 1305.197 242350 5 14 17 23
804 100 4950 50 uniform2 1 5e+05 5e+05 1360.465 242356 5 14 17 24
805 100 4950 50 uniform2 1 5e+05 5e+05 1422.149 242346 4 14 14 25
806 100 4950 50 uniform2 1 5e+05 5e+05 1498.009 242346 4 15 17 26
807 100 4950 50 uniform2 1 5e+05 5e+05 1282.267 242354 4 12 16 27
808 100 4950 50 uniform2 1 5e+05 5e+05 1500.739 242346 4 14 16 28
809 100 4950 50 uniform2 1 5e+05 5e+05 1404.852 242358 5 13 15 29
810 100 4950 50 uniform2 1 5e+05 5e+05 1455.66 242356 4 12 17 30
811 100 4950 50 uniform3 1 5e+05 5e+05 1443.217 242332 4 13 15 1
812 100 4950 50 uniform3 1 5e+05 5e+05 2643.05 242338 5 13 15 2
813 100 4950 50 uniform3 1 5e+05 5e+05 1572.152 242340 4 10 16 3
814 100 4950 50 uniform3 1 5e+05 5e+05 1440.049 242312 6 16 16 4
815 100 4950 50 uniform3 1 5e+05 5e+05 1380.286 242348 4 13 13 5
816 100 4950 50 uniform3 1 5e+05 5e+05 1426.11 242346 5 13 18 6
817 100 4950 50 uniform3 1 5e+05 5e+05 1413.841 242312 4 12 16 7
818 100 4950 50 uniform3 1 5e+05 5e+05 1474.529 242322 5 15 16 8
819 100 4950 50 uniform3 1 5e+05 5e+05 1345.683 242322 4 13 15 9
820 100 4950 50 uniform3 1 5e+05 5e+05 1324.893 242312 5 15 17 10
821 100 4950 50 uniform3 1 5e+05 5e+05 1346.469 242308 5 15 15 11
822 100 4950 50 uniform3 1 5e+05 5e+05 1445.002 242320 6 14 14 12
823 100 4950 50 uniform3 1 5e+05 5e+05 1346.062 242334 4 14 19 13
824 100 4950 50 uniform3 1 5e+05 5e+05 1423.316 242332 5 12 15 14
825 100 4950 50 uniform3 1 5e+05 5e+05 1972.338 242340 4 16 19 15
826 100 4950 50 uniform3 1 5e+05 5e+05 1397.638 242354 4 12 17 16
827 100 4950 50 uniform3 1 5e+05 5e+05 1513.874 242342 4 14 15 17
828 100 4950 50 uniform3 1 5e+05 5e+05 1447.121 242334 3 11 18 18
829 100 4950 50 uniform3 1 5e+05 5e+05 1420.101 242310 6 15 17 19
830 100 4950 50 uniform3 1 5e+05 5e+05 1312.048 242344 3 14 15 20
831 100 4950 50 uniform3 1 5e+05 5e+05 1306.458 242336 4 13 15 21
832 100 4950 50 uniform3 1 5e+05 5e+05 1423.953 242342 4 13 16 22
833 100 4950 50 uniform3 1 5e+05 5e+05 1383.687 242326 5 13 16 23
834 100 4950 50 uniform3 1 5e+05 5e+05 1433.725 242318 5 12 16 24
835 100 4950 50 uniform3 1 5e+05 5e+05 1425.966 242328 5 12 14 25
836 100 4950 50 uniform3 1 5e+05 5e+05 1408.809 242326 5 13 17 26
837 100 4950 50 uniform3 1 5e+05 5e+05 2467.544 242330 5 14 17 27
838 100 4950 50 uniform3 1 5e+05 5e+05 1277.709 242316 4 14 16 28
839 100 4950 50 uniform3 1 5e+05 5e+05 1505.764 242346 4 13 16 29
840 100 4950 50 uniform3 1 5e+05 5e+05 1446.574 242348 4 12 16 30
841 200 19900 2 poisson 1 1495 80000 0.916000000000167 398 2 2 2 1
842 200 19900 2 poisson 1 1680 80000 1.12000000000012 398 1 2 2 2
843 200 19900 2 poisson 1 1809 80000 1.144 398 1 2 2 3
844 200 19900 2 poisson 1 968 80000 0.795999999999999 398 2 2 2 4
845 200 19900 2 poisson 1 1171 80000 0.699999999999818 398 2 2 2 5
846 200 19900 2 poisson 1 1519 80000 0.998999999999967 398 2 2 1 6
847 200 19900 2 poisson 1 1161 80000 0.614999999999995 398 2 2 2 7
848 200 19900 2 poisson 1 2045 80000 1.35399999999998 398 2 2 2 8
849 200 19900 2 poisson 1 1173 80000 0.746000000000095 398 2 2 2 9
850 200 19900 2 poisson 1 1057 80000 0.551 398 1 2 2 10
851 200 19900 2 poisson 1 1205 80000 0.725000000000023 398 2 2 2 11
852 200 19900 2 poisson 1 1727 80000 0.9699999999998 398 2 2 2 12
853 200 19900 2 poisson 1 4026 80000 2.654 398 2 2 2 13
854 200 19900 2 poisson 1 1962 80000 1.52 398 2 2 2 14
855 200 19900 2 poisson 1 1568 80000 0.883999999999999 398 2 2 2 15
856 200 19900 2 poisson 1 1763 80000 1.11500000000001 398 2 2 2 16
857 200 19900 2 poisson 1 2695 80000 1.66 398 2 2 2 17
858 200 19900 2 poisson 1 1179 80000 0.786999999999807 398 2 2 1 18
859 200 19900 2 poisson 1 1261 80000 0.963999999999999 398 2 2 2 19
860 200 19900 2 poisson 1 969 80000 0.836000000000013 398 2 2 2 20
861 200 19900 2 poisson 1 1793 80000 1.05400000000009 398 2 2 2 21
862 200 19900 2 poisson 1 886 80000 0.531 398 2 2 2 22
863 200 19900 2 poisson 1 920 80000 0.561000000000007 398 2 2 2 23
864 200 19900 2 poisson 1 737 80000 0.419999999999987 398 2 2 2 24
865 200 19900 2 poisson 1 865 80000 0.513999999999896 398 1 2 2 25
866 200 19900 2 poisson 1 2111 80000 1.39600000000002 398 1 2 2 26
867 200 19900 2 poisson 1 1612 80000 0.869 398 2 2 2 27
868 200 19900 2 poisson 1 1369 80000 0.862000000000001 398 2 2 1 28
869 200 19900 2 poisson 1 1447 80000 0.823 398 2 2 2 29
870 200 19900 2 poisson 1 1533 80000 0.935000000000002 398 2 2 2 30
871 200 19900 2 uniform1 1 6127 80000 3.512 398 2 2 2 1
872 200 19900 2 uniform1 1 8022 80000 4.0630000000001 398 2 2 1 2
873 200 19900 2 uniform1 1 5982 80000 3.281 398 2 2 2 3
874 200 19900 2 uniform1 1 3843 80000 2.068 398 2 2 2 4
875 200 19900 2 uniform1 1 4682 80000 2.98400000000015 398 2 2 2 5
876 200 19900 2 uniform1 1 4194 80000 2.59 398 2 2 2 6
877 200 19900 2 uniform1 1 3232 80000 1.95999999999999 398 2 1 2 7
878 200 19900 2 uniform1 1 4556 80000 2.92800000000001 398 1 2 2 8
879 200 19900 2 uniform1 1 4389 80000 2.637 398 1 2 2 9
880 200 19900 2 uniform1 1 4599 80000 2.601 398 1 2 2 10
881 200 19900 2 uniform1 1 3794 80000 1.969 398 1 2 2 11
882 200 19900 2 uniform1 1 2948 80000 1.62800000000016 398 1 2 2 12
883 200 19900 2 uniform1 1 2643 80000 1.66 398 1 1 2 13
884 200 19900 2 uniform1 1 5437 80000 3.056 398 2 2 2 14
885 200 19900 2 uniform1 1 3748 80000 2.306 398 2 2 2 15
886 200 19900 2 uniform1 1 5382 80000 3.411 398 1 1 2 16
887 200 19900 2 uniform1 1 3702 80000 2.28 398 2 2 2 17
888 200 19900 2 uniform1 1 2882 80000 1.69299999999998 398 2 2 2 18
889 200 19900 2 uniform1 1 4291 80000 2.62199999999984 398 1 2 2 19
890 200 19900 2 uniform1 1 4514 80000 6.878 398 2 2 2 20
891 200 19900 2 uniform1 1 3697 80000 2.211 398 1 2 2 21
892 200 19900 2 uniform1 1 4397 80000 2.86899999999991 398 2 2 2 22
893 200 19900 2 uniform1 1 3875 80000 2.37200000000007 398 1 2 2 23
894 200 19900 2 uniform1 1 2804 80000 1.62199999999996 398 1 2 2 24
895 200 19900 2 uniform1 1 4787 80000 3.10699999999997 398 2 2 2 25
896 200 19900 2 uniform1 1 4819 80000 3.20099999999999 398 2 2 2 26
897 200 19900 2 uniform1 1 5025 80000 3.01899999999999 398 1 2 2 27
898 200 19900 2 uniform1 1 6263 80000 3.80499999999984 398 1 2 2 28
899 200 19900 2 uniform1 1 3324 80000 2.27999999999997 398 1 2 1 29
900 200 19900 2 uniform1 1 3027 80000 2.083 398 1 2 2 30
901 200 19900 2 uniform2 1 3018 80000 1.74299999999994 398 2 2 2 1
902 200 19900 2 uniform2 1 1260 80000 0.859999999999985 398 1 2 2 2
903 200 19900 2 uniform2 1 1825 80000 1.178 398 2 2 2 3
904 200 19900 2 uniform2 1 2532 80000 1.628 398 2 2 2 4
905 200 19900 2 uniform2 1 2836 80000 1.76600000000008 398 1 2 2 5
906 200 19900 2 uniform2 1 1924 80000 1.18699999999995 398 1 2 2 6
907 200 19900 2 uniform2 1 2262 80000 1.33500000000004 398 1 2 2 7
908 200 19900 2 uniform2 1 3146 80000 1.677 398 2 2 2 8
909 200 19900 2 uniform2 1 3560 80000 2.004 398 2 2 2 9
910 200 19900 2 uniform2 1 2577 80000 1.438 398 1 2 2 10
911 200 19900 2 uniform2 1 2928 80000 1.72199999999998 398 1 2 2 11
912 200 19900 2 uniform2 1 4927 80000 2.991 398 2 2 2 12
913 200 19900 2 uniform2 1 2511 80000 1.583 398 2 2 2 13
914 200 19900 2 uniform2 1 3347 80000 2.071 398 2 2 2 14
915 200 19900 2 uniform2 1 1945 80000 1.18999999999983 398 2 2 1 15
916 200 19900 2 uniform2 1 3777 80000 2.24199999999999 398 2 2 2 16
917 200 19900 2 uniform2 1 3752 80000 2.28800000000001 398 2 2 2 17
918 200 19900 2 uniform2 1 2469 80000 3.481 398 2 2 2 18
919 200 19900 2 uniform2 1 1509 80000 0.951999999999998 398 2 2 2 19
920 200 19900 2 uniform2 1 2216 80000 1.25800000000004 398 2 2 2 20
921 200 19900 2 uniform2 1 1628 80000 1.04100000000003 398 1 2 2 21
922 200 19900 2 uniform2 1 2913 80000 1.836 398 1 2 2 22
923 200 19900 2 uniform2 1 2350 80000 1.3760000000002 398 1 2 2 23
924 200 19900 2 uniform2 1 2164 80000 1.197 398 2 2 2 24
925 200 19900 2 uniform2 1 3154 80000 1.923 398 2 2 2 25
926 200 19900 2 uniform2 1 2284 80000 1.358 398 2 2 2 26
927 200 19900 2 uniform2 1 3879 80000 2.988 398 2 2 2 27
928 200 19900 2 uniform2 1 5859 80000 3.47499999999999 398 2 2 2 28
929 200 19900 2 uniform2 1 2443 80000 1.775 398 2 2 2 29
930 200 19900 2 uniform2 1 1736 80000 0.939000000000078 398 1 2 2 30
931 200 19900 2 uniform3 1 1732 80000 0.913 398 2 2 2 1
932 200 19900 2 uniform3 1 2274 80000 1.378 398 2 2 2 2
933 200 19900 2 uniform3 1 4006 80000 2.46900000000005 398 2 2 2 3
934 200 19900 2 uniform3 1 1367 80000 0.885999999999999 398 1 2 2 4
935 200 19900 2 uniform3 1 1775 80000 1.087 398 1 2 2 5
936 200 19900 2 uniform3 1 2447 80000 1.29 398 2 2 1 6
937 200 19900 2 uniform3 1 2416 80000 1.523 398 2 2 2 7
938 200 19900 2 uniform3 1 1246 80000 0.847000000000001 398 1 1 2 8
939 200 19900 2 uniform3 1 1871 80000 1.10300000000007 398 2 2 2 9
940 200 19900 2 uniform3 1 1141 80000 0.639999999999873 398 1 2 2 10
941 200 19900 2 uniform3 1 1719 80000 0.978 398 1 2 2 11
942 200 19900 2 uniform3 1 1287 80000 0.661000000000058 398 1 2 2 12
943 200 19900 2 uniform3 1 2586 80000 1.65600000000001 398 1 2 2 13
944 200 19900 2 uniform3 1 1573 80000 0.821 398 1 2 2 14
945 200 19900 2 uniform3 1 1076 80000 0.650000000000091 398 2 2 2 15
946 200 19900 2 uniform3 1 2400 80000 1.475 398 1 2 2 16
947 200 19900 2 uniform3 1 2173 80000 1.33 398 1 2 2 17
948 200 19900 2 uniform3 1 3305 80000 2.10199999999986 398 1 2 1 18
949 200 19900 2 uniform3 1 2340 80000 1.53899999999999 398 2 2 2 19
950 200 19900 2 uniform3 1 1936 80000 1.12300000000005 398 2 2 2 20
951 200 19900 2 uniform3 1 1187 80000 0.647 398 1 2 2 21
952 200 19900 2 uniform3 1 2487 80000 1.511 398 2 2 2 22
953 200 19900 2 uniform3 1 1091 80000 0.697999999999865 398 1 2 2 23
954 200 19900 2 uniform3 1 992 80000 0.594000000000023 398 2 2 2 24
955 200 19900 2 uniform3 1 2586 80000 1.57599999999999 398 1 2 2 25
956 200 19900 2 uniform3 1 4026 80000 2.27800000000002 398 2 1 2 26
957 200 19900 2 uniform3 1 1965 80000 1.248 398 1 2 2 27
958 200 19900 2 uniform3 1 1315 80000 0.756 398 2 1 2 28
959 200 19900 2 uniform3 1 992 80000 0.711000000000013 398 2 2 2 29
960 200 19900 2 uniform3 1 2145 80000 1.327 398 2 2 2 30
961 200 19900 10 poisson 1 14606 4e+05 14.495 17910 2 8 10 1
962 200 19900 10 poisson 1 18651 4e+05 17.994 17910 3 7 6 2
963 200 19900 10 poisson 1 14775 4e+05 13.8 17910 3 8 9 3
964 200 19900 10 poisson 1 11183 4e+05 11.857 17910 3 8 10 4
965 200 19900 10 poisson 1 19756 4e+05 20.67 17910 3 6 9 5
966 200 19900 10 poisson 1 17128 4e+05 21.292 17910 2 9 9 6
967 200 19900 10 poisson 1 17407 4e+05 19.293 17910 2 9 7 7
968 200 19900 10 poisson 1 22112 4e+05 25.732 17910 2 9 6 8
969 200 19900 10 poisson 1 13141 4e+05 13.601 17910 3 9 9 9
970 200 19900 10 poisson 1 21982 4e+05 21.4869999999999 17910 3 7 8 10
971 200 19900 10 poisson 1 12372 4e+05 13.166 17910 3 6 7 11
972 200 19900 10 poisson 1 12922 4e+05 13.339 17910 3 7 9 12
973 200 19900 10 poisson 1 20380 4e+05 23.715 17910 4 7 8 13
974 200 19900 10 poisson 1 16640 4e+05 16.764 17910 3 7 9 14
975 200 19900 10 poisson 1 17409 4e+05 15.965 17910 4 8 5 15
976 200 19900 10 poisson 1 18812 4e+05 18.718 17910 3 6 8 16
977 200 19900 10 poisson 1 22102 4e+05 25.682 17910 3 9 9 17
978 200 19900 10 poisson 1 22237 4e+05 23.746 17910 4 8 9 18
979 200 19900 10 poisson 1 11989 4e+05 12.971 17910 2 8 6 19
980 200 19900 10 poisson 1 13831 4e+05 15.418 17910 3 7 8 20
981 200 19900 10 poisson 1 13187 4e+05 15.006 17910 3 8 9 21
982 200 19900 10 poisson 1 15958 4e+05 18.526 17910 3 8 8 22
983 200 19900 10 poisson 1 11875 4e+05 13.435 17910 2 8 8 23
984 200 19900 10 poisson 1 12791 4e+05 14.31 17910 3 7 7 24
985 200 19900 10 poisson 1 21935 4e+05 22.823 17910 3 8 9 25
986 200 19900 10 poisson 1 14640 4e+05 15.2239999999999 17910 4 9 7 26
987 200 19900 10 poisson 1 16063 4e+05 16.296 17910 4 9 7 27
988 200 19900 10 poisson 1 19500 4e+05 22.667 17910 3 8 8 28
989 200 19900 10 poisson 1 11343 4e+05 12.724 17910 4 6 7 29
990 200 19900 10 poisson 1 16125 4e+05 17.082 17910 4 7 8 30
991 200 19900 10 uniform1 1 40938 4e+05 42.712 17910 3 8 8 1
992 200 19900 10 uniform1 1 31442 4e+05 33.597 17910 5 9 8 2
993 200 19900 10 uniform1 1 50089 4e+05 52.028 17910 4 6 9 3
994 200 19900 10 uniform1 1 50604 4e+05 58.432 17910 4 7 8 4
995 200 19900 10 uniform1 1 44005 4e+05 45.8819999999998 17910 4 6 9 5
996 200 19900 10 uniform1 1 37979 4e+05 39.732 17910 3 8 8 6
997 200 19900 10 uniform1 1 51272 4e+05 57.168 17910 3 7 7 7
998 200 19900 10 uniform1 1 36346 4e+05 36.424 17910 3 7 7 8
999 200 19900 10 uniform1 1 48347 4e+05 51.588 17910 3 8 7 9
1000 200 19900 10 uniform1 1 37404 4e+05 41.645 17910 4 9 8 10
1001 200 19900 10 uniform1 1 40305 4e+05 42.5309999999999 17910 4 8 9 11
1002 200 19900 10 uniform1 1 43588 4e+05 47.465 17910 3 7 8 12
1003 200 19900 10 uniform1 1 57884 4e+05 67.766 17910 4 8 9 13
1004 200 19900 10 uniform1 1 32101 4e+05 33.923 17910 3 7 8 14
1005 200 19900 10 uniform1 1 31915 4e+05 33.191 17910 4 7 9 15
1006 200 19900 10 uniform1 1 39694 4e+05 43.4379999999999 17910 4 8 7 16
1007 200 19900 10 uniform1 1 72439 4e+05 69.896 17910 3 8 8 17
1008 200 19900 10 uniform1 1 65333 4e+05 73.972 17910 3 8 9 18
1009 200 19900 10 uniform1 1 77409 4e+05 85.126 17910 3 8 9 19
1010 200 19900 10 uniform1 1 48337 4e+05 49.744 17910 3 7 8 20
1011 200 19900 10 uniform1 1 47375 4e+05 48.038 17910 4 9 9 21
1012 200 19900 10 uniform1 1 44275 4e+05 45.8199999999999 17910 4 8 9 22
1013 200 19900 10 uniform1 1 47695 4e+05 46.026 17910 4 9 9 23
1014 200 19900 10 uniform1 1 50368 4e+05 50.585 17910 3 9 8 24
1015 200 19900 10 uniform1 1 45983 4e+05 50.832 17910 4 9 8 25
1016 200 19900 10 uniform1 1 43085 4e+05 44.542 17910 3 8 6 26
1017 200 19900 10 uniform1 1 39649 4e+05 43.357 17910 4 8 8 27
1018 200 19900 10 uniform1 1 37207 4e+05 42.429 17910 3 8 8 28
1019 200 19900 10 uniform1 1 36438 4e+05 39.7130000000002 17910 3 8 8 29
1020 200 19900 10 uniform1 1 37440 4e+05 42.919 17910 3 8 8 30
1021 200 19900 10 uniform2 1 24902 4e+05 26.4170000000001 17910 3 7 8 1
1022 200 19900 10 uniform2 1 24526 4e+05 27.989 17910 3 6 7 2
1023 200 19900 10 uniform2 1 28024 4e+05 25.573 17910 3 6 9 3
1024 200 19900 10 uniform2 1 34839 4e+05 39.514 17910 3 7 7 4
1025 200 19900 10 uniform2 1 31991 4e+05 36.467 17910 3 9 7 5
1026 200 19900 10 uniform2 1 43828 4e+05 49.016 17910 4 6 9 6
1027 200 19900 10 uniform2 1 29617 4e+05 32.206 17910 3 8 6 7
1028 200 19900 10 uniform2 1 40392 4e+05 39.977 17910 3 7 9 8
1029 200 19900 10 uniform2 1 35059 4e+05 34.352 17910 3 8 6 9
1030 200 19900 10 uniform2 1 33076 4e+05 34.211 17910 3 7 8 10
1031 200 19900 10 uniform2 1 30524 4e+05 28.69 17910 3 8 9 11
1032 200 19900 10 uniform2 1 39905 4e+05 45.616 17910 3 9 9 12
1033 200 19900 10 uniform2 1 31546 4e+05 35.787 17910 3 7 8 13
1034 200 19900 10 uniform2 1 32167 4e+05 34.56 17910 3 7 7 14
1035 200 19900 10 uniform2 1 26600 4e+05 27.19 17910 3 8 8 15
1036 200 19900 10 uniform2 1 30672 4e+05 31.781 17910 2 7 9 16
1037 200 19900 10 uniform2 1 30114 4e+05 31.133 17910 3 10 9 17
1038 200 19900 10 uniform2 1 20660 4e+05 23.552 17910 2 9 7 18
1039 200 19900 10 uniform2 1 44180 4e+05 51.18 17910 4 7 9 19
1040 200 19900 10 uniform2 1 31788 4e+05 35.474 17910 3 6 8 20
1041 200 19900 10 uniform2 1 28270 4e+05 29.137 17910 3 6 8 21
1042 200 19900 10 uniform2 1 28250 4e+05 27.29 17910 3 9 9 22
1043 200 19900 10 uniform2 1 23701 4e+05 24.296 17910 2 9 7 23
1044 200 19900 10 uniform2 1 32611 4e+05 31.314 17910 4 8 7 24
1045 200 19900 10 uniform2 1 29789 4e+05 35.819 17910 3 9 8 25
1046 200 19900 10 uniform2 1 28290 4e+05 31.134 17910 2 5 9 26
1047 200 19900 10 uniform2 1 20720 4e+05 20.176 17910 3 5 8 27
1048 200 19900 10 uniform2 1 24769 4e+05 24.092 17910 3 9 8 28
1049 200 19900 10 uniform2 1 30168 4e+05 33.137 17910 3 7 7 29
1050 200 19900 10 uniform2 1 27982 4e+05 32.753 17910 2 7 8 30
1051 200 19900 10 uniform3 1 20949 4e+05 22.64 17910 3 7 9 1
1052 200 19900 10 uniform3 1 17616 4e+05 18.749 17910 2 9 7 2
1053 200 19900 10 uniform3 1 21883 4e+05 22.431 17910 2 7 8 3
1054 200 19900 10 uniform3 1 21780 4e+05 23.921 17910 2 8 8 4
1055 200 19900 10 uniform3 1 15201 4e+05 16.524 17910 2 6 9 5
1056 200 19900 10 uniform3 1 20173 4e+05 23.534 17910 3 6 9 6
1057 200 19900 10 uniform3 1 17285 4e+05 16.162 17910 3 8 9 7
1058 200 19900 10 uniform3 1 16981 4e+05 19.294 17910 3 8 6 8
1059 200 19900 10 uniform3 1 21164 4e+05 23.3409999999999 17910 3 9 9 9
1060 200 19900 10 uniform3 1 23315 4e+05 25.4 17910 3 7 9 10
1061 200 19900 10 uniform3 1 16664 4e+05 17.022 17910 3 8 8 11
1062 200 19900 10 uniform3 1 14357 4e+05 15.4059999999999 17910 3 9 9 12
1063 200 19900 10 uniform3 1 26564 4e+05 24.964 17910 2 7 10 13
1064 200 19900 10 uniform3 1 22416 4e+05 23.226 17910 4 6 6 14
1065 200 19900 10 uniform3 1 19881 4e+05 22.802 17910 2 6 9 15
1066 200 19900 10 uniform3 1 24829 4e+05 26.601 17910 4 6 8 16
1067 200 19900 10 uniform3 1 12983 4e+05 15.277 17910 4 7 10 17
1068 200 19900 10 uniform3 1 18643 4e+05 20.731 17910 4 8 10 18
1069 200 19900 10 uniform3 1 24183 4e+05 26.084 17910 3 9 8 19
1070 200 19900 10 uniform3 1 17713 4e+05 18.077 17910 2 6 9 20
1071 200 19900 10 uniform3 1 21564 4e+05 26.396 17910 3 5 8 21
1072 200 19900 10 uniform3 1 18193 4e+05 18.028 17910 4 8 10 22
1073 200 19900 10 uniform3 1 17386 4e+05 16.732 17910 4 7 10 23
1074 200 19900 10 uniform3 1 19879 4e+05 39.211 17910 4 8 8 24
1075 200 19900 10 uniform3 1 16921 4e+05 18.083 17910 3 7 8 25
1076 200 19900 10 uniform3 1 19432 4e+05 20.91 17910 2 7 8 26
1077 200 19900 10 uniform3 1 15516 4e+05 14.594 17910 3 9 10 27
1078 200 19900 10 uniform3 1 16734 4e+05 17.272 17910 3 6 9 28
1079 200 19900 10 uniform3 1 19042 4e+05 22.263 17910 2 8 7 29
1080 200 19900 10 uniform3 1 21679 4e+05 24.746 17910 3 7 9 30
1081 200 19900 25 poisson 1 66353 1e+06 111.872 119400 4 10 15 1
1082 200 19900 25 poisson 1 89358 1e+06 171.625 119400 5 15 16 2
1083 200 19900 25 poisson 1 53952 1e+06 101.079 119400 3 12 15 3
1084 200 19900 25 poisson 1 101986 1e+06 181.476 119400 5 16 15 4
1085 200 19900 25 poisson 1 53740 1e+06 91.3019999999997 119400 4 17 17 5
1086 200 19900 25 poisson 1 62418 1e+06 118.03 119400 3 11 16 6
1087 200 19900 25 poisson 1 41928 1e+06 81.605 119400 4 13 14 7
1088 200 19900 25 poisson 1 81809 1e+06 150.333 119400 4 13 14 8
1089 200 19900 25 poisson 1 100980 1e+06 170.599 119400 4 15 17 9
1090 200 19900 25 poisson 1 70283 1e+06 123.727 119400 4 10 16 10
1091 200 19900 25 poisson 1 62481 1e+06 121.103 119400 4 15 18 11
1092 200 19900 25 poisson 1 58215 1e+06 114.895 119400 5 12 17 12
1093 200 19900 25 poisson 1 68512 1e+06 122.879 119400 4 14 15 13
1094 200 19900 25 poisson 1 47888 1e+06 88.054 119400 4 12 15 14
1095 200 19900 25 poisson 1 59324 1e+06 101.302 119400 3 13 16 15
1096 200 19900 25 poisson 1 112384 1e+06 227.251 119400 4 12 15 16
1097 200 19900 25 poisson 1 63982 1e+06 132.549 119400 4 15 18 17
1098 200 19900 25 poisson 1 77820 1e+06 135.126 119400 5 16 14 18
