job.id n m mu sampling.fun alpha evals max.evals time.passed PD n.maxdegrees n.leafs n.diameters repl type
4973 400 79800 10 uniform1 0.1 1600000 1600000 991.084 10952 4 7 8 23 euclidean
4974 400 79800 10 uniform1 0.1 1600000 1600000 1794.334 11192 2 8 10 24 euclidean
4975 400 79800 10 uniform1 0.1 1600000 1600000 1118.644 10922 2 9 8 25 euclidean
4976 400 79800 10 uniform1 0.1 1600000 1600000 1250.213 11212 3 7 10 26 euclidean
4977 400 79800 10 uniform1 0.1 1600000 1600000 1222.622 10972 3 9 10 27 euclidean
4978 400 79800 10 uniform1 0.1 1600000 1600000 1010.414 10898 2 8 10 28 euclidean
4979 400 79800 10 uniform1 0.1 1600000 1600000 984.395 11306 3 7 8 29 euclidean
4980 400 79800 10 uniform1 0.1 1600000 1600000 1105.967 11086 3 10 10 30 euclidean
4981 400 79800 10 uniform1 0.5 1600000 1600000 1148.269 18964 3 10 10 1 euclidean
4982 400 79800 10 uniform1 0.5 1600000 1600000 1224.294 19970 2 6 8 2 euclidean
4983 400 79800 10 uniform1 0.5 1600000 1600000 1121.413 18456 3 9 7 3 euclidean
4984 400 79800 10 uniform1 0.5 1600000 1600000 1037.262 20370 3 9 9 4 euclidean
4985 400 79800 10 uniform1 0.5 1600000 1600000 1020.128 18868 2 9 7 5 euclidean
4986 400 79800 10 uniform1 0.5 1600000 1600000 1125.417 19912 3 10 8 6 euclidean
4987 400 79800 10 uniform1 0.5 1600000 1600000 1155.39 19988 2 6 9 7 euclidean
4988 400 79800 10 uniform1 0.5 1600000 1600000 1141.634 18862 2 9 10 8 euclidean
4989 400 79800 10 uniform1 0.5 1600000 1600000 1167.488 18838 1 7 9 9 euclidean
4990 400 79800 10 uniform1 0.5 1600000 1600000 1162.924 17518 2 7 10 10 euclidean
4991 400 79800 10 uniform1 0.5 1600000 1600000 1135.176 19728 3 8 10 11 euclidean
4992 400 79800 10 uniform1 0.5 1600000 1600000 1165.01 20760 2 8 9 12 euclidean
4993 400 79800 10 uniform1 0.5 1600000 1600000 1245.616 19622 2 6 9 13 euclidean
4994 400 79800 10 uniform1 0.5 1600000 1600000 1237.365 20916 2 9 9 14 euclidean
4995 400 79800 10 uniform1 0.5 1600000 1600000 1092.729 19540 2 8 9 15 euclidean
4996 400 79800 10 uniform1 0.5 1600000 1600000 1119.958 19564 2 8 9 16 euclidean
4997 400 79800 10 uniform1 0.5 1600000 1600000 1114.775 20128 2 9 10 17 euclidean
4998 400 79800 10 uniform1 0.5 1600000 1600000 1123.88 17564 3 9 8 18 euclidean
4999 400 79800 10 uniform1 0.5 1600000 1600000 1205.788 20450 3 9 10 19 euclidean
5000 400 79800 10 uniform1 0.5 1600000 1600000 1196.983 19888 2 10 10 20 euclidean
5001 400 79800 10 uniform1 0.5 1600000 1600000 1122.386 18508 2 9 8 21 euclidean
5002 400 79800 10 uniform1 0.5 1600000 1600000 1191.253 18822 2 8 9 22 euclidean
5003 400 79800 10 uniform1 0.5 1600000 1600000 1005.594 20072 3 9 8 23 euclidean
5004 400 79800 10 uniform1 0.5 1600000 1600000 1147.786 19822 2 9 8 24 euclidean
5005 400 79800 10 uniform1 0.5 1600000 1600000 1173.225 18996 2 9 9 25 euclidean
5006 400 79800 10 uniform1 0.5 1600000 1600000 1187.247 19798 3 9 8 26 euclidean
5007 400 79800 10 uniform1 0.5 1600000 1600000 1192.527 19796 3 9 9 27 euclidean
5008 400 79800 10 uniform1 0.5 1600000 1600000 1232.913 18358 2 8 9 28 euclidean
5009 400 79800 10 uniform1 0.5 1600000 1600000 1159.034 19256 2 9 8 29 euclidean
5010 400 79800 10 uniform1 0.5 1600000 1600000 1117.976 19874 2 7 10 30 euclidean
5011 400 79800 10 uniform1 1 1600000 1600000 1170.549 22786 2 9 8 1 euclidean
5012 400 79800 10 uniform1 1 1600000 1600000 1042.839 22474 2 10 10 2 euclidean
5013 400 79800 10 uniform1 1 1600000 1600000 1262.153 23238 2 8 9 3 euclidean
5014 400 79800 10 uniform1 1 1600000 1600000 1272.178 21178 3 9 10 4 euclidean
5015 400 79800 10 uniform1 1 1600000 1600000 1157.127 22374 3 8 9 5 euclidean
5016 400 79800 10 uniform1 1 1600000 1600000 1181.179 22542 2 7 8 6 euclidean
5017 400 79800 10 uniform1 1 1600000 1600000 1154.291 24132 3 7 9 7 euclidean
5018 400 79800 10 uniform1 1 1600000 1600000 1278.887 23834 2 9 9 8 euclidean
5019 400 79800 10 uniform1 1 1600000 1600000 1219.577 24062 2 10 9 9 euclidean
5020 400 79800 10 uniform1 1 1600000 1600000 1325.914 25502 2 8 8 10 euclidean
5021 400 79800 10 uniform1 1 1600000 1600000 1286.737 24118 3 8 9 11 euclidean
5022 400 79800 10 uniform1 1 1600000 1600000 1144.887 23210 3 10 10 12 euclidean
5023 400 79800 10 uniform1 1 1600000 1600000 1181.027 24052 3 9 10 13 euclidean
5024 400 79800 10 uniform1 1 1600000 1600000 1132.945 23646 3 9 7 14 euclidean
5025 400 79800 10 uniform1 1 1600000 1600000 1350.521 22738 3 8 8 15 euclidean
5026 400 79800 10 uniform1 1 1600000 1600000 1341.076 23326 2 9 8 16 euclidean
5027 400 79800 10 uniform1 1 1600000 1600000 1281.008 23630 3 8 8 17 euclidean
5028 400 79800 10 uniform1 1 1600000 1600000 1192.983 22294 5 8 9 18 euclidean
5029 400 79800 10 uniform1 1 1600000 1600000 1290.964 23262 3 10 8 19 euclidean
5030 400 79800 10 uniform1 1 1600000 1600000 1219.861 24296 2 8 9 20 euclidean
5031 400 79800 10 uniform1 1 1600000 1600000 1113.273 24362 2 9 9 21 euclidean
5032 400 79800 10 uniform1 1 1600000 1600000 1917.142 23872 3 8 9 22 euclidean
5033 400 79800 10 uniform1 1 1600000 1600000 1185.991 22014 3 9 8 23 euclidean
5034 400 79800 10 uniform1 1 1600000 1600000 1117.937 25184 2 9 7 24 euclidean
5035 400 79800 10 uniform1 1 1600000 1600000 1189.903 22780 3 8 9 25 euclidean
5036 400 79800 10 uniform1 1 1600000 1600000 1062.84 22356 3 9 9 26 euclidean
5037 400 79800 10 uniform1 1 1600000 1600000 1178.568 25342 3 10 9 27 euclidean
5038 400 79800 10 uniform1 1 1600000 1600000 1138.515 21146 3 10 9 28 euclidean
5039 400 79800 10 uniform1 1 1600000 1600000 1151.541 23634 4 9 9 29 euclidean
5040 400 79800 10 uniform1 1 1600000 1600000 1150.191 24470 3 8 8 30 euclidean
5041 400 79800 10 uniform2 0.05 1600000 1600000 1114.232 7166 1 6 8 1 euclidean
5042 400 79800 10 uniform2 0.05 1600000 1600000 1057.93 7470 2 8 5 2 euclidean
5043 400 79800 10 uniform2 0.05 1600000 1600000 1229.373 7524 2 9 9 3 euclidean
5044 400 79800 10 uniform2 0.05 1600000 1600000 1161.701 7368 2 6 9 4 euclidean
5045 400 79800 10 uniform2 0.05 1600000 1600000 1156.679 6762 2 8 7 5 euclidean
5046 400 79800 10 uniform2 0.05 1600000 1600000 1146.117 7738 2 6 7 6 euclidean
5047 400 79800 10 uniform2 0.05 1600000 1600000 1228.359 7182 2 7 8 7 euclidean
5048 400 79800 10 uniform2 0.05 1600000 1600000 1093.49 7232 2 8 10 8 euclidean
5049 400 79800 10 uniform2 0.05 1600000 1600000 1095.813 7270 3 6 8 9 euclidean
5050 400 79800 10 uniform2 0.05 1600000 1600000 1104.887 7776 2 5 7 10 euclidean
5051 400 79800 10 uniform2 0.05 1600000 1600000 1210.021 7114 2 7 6 11 euclidean
5052 400 79800 10 uniform2 0.05 1600000 1600000 1153.857 7840 2 8 8 12 euclidean
5053 400 79800 10 uniform2 0.05 1600000 1600000 1181.517 7400 2 8 8 13 euclidean
5054 400 79800 10 uniform2 0.05 1600000 1600000 1183.382 7080 2 6 9 14 euclidean
5055 400 79800 10 uniform2 0.05 1600000 1600000 1108.434 7368 2 9 9 15 euclidean
5056 400 79800 10 uniform2 0.05 1600000 1600000 1210.044 7230 2 6 7 16 euclidean
5057 400 79800 10 uniform2 0.05 1600000 1600000 1085.031 7438 2 6 8 17 euclidean
5058 400 79800 10 uniform2 0.05 1600000 1600000 1194.388 7566 2 7 10 18 euclidean
5059 400 79800 10 uniform2 0.05 1600000 1600000 1104.82 7568 2 6 8 19 euclidean
5060 400 79800 10 uniform2 0.05 1600000 1600000 1029.981 7106 2 7 8 20 euclidean
5061 400 79800 10 uniform2 0.05 1600000 1600000 1162.293 7786 2 9 7 21 euclidean
5062 400 79800 10 uniform2 0.05 1600000 1600000 1006.998 7698 2 5 7 22 euclidean
5063 400 79800 10 uniform2 0.05 1600000 1600000 1115.667 6916 3 7 9 23 euclidean
5064 400 79800 10 uniform2 0.05 1600000 1600000 1077.378 7786 3 5 7 24 euclidean
5065 400 79800 10 uniform2 0.05 1600000 1600000 1196.33 7140 2 7 8 25 euclidean
5066 400 79800 10 uniform2 0.05 1600000 1600000 1076.363 7250 2 9 7 26 euclidean
5067 400 79800 10 uniform2 0.05 1600000 1600000 1112.34 7814 2 9 9 27 euclidean
5068 400 79800 10 uniform2 0.05 1600000 1600000 1225.733 7226 2 5 10 28 euclidean
5069 400 79800 10 uniform2 0.05 1600000 1600000 1173.167 8004 2 6 8 29 euclidean
5070 400 79800 10 uniform2 0.05 1600000 1600000 1093.936 6856 2 7 10 30 euclidean
5071 400 79800 10 uniform2 0.1 1600000 1600000 1109.759 11014 2 8 8 1 euclidean
5072 400 79800 10 uniform2 0.1 1600000 1600000 1191.034 10168 2 9 10 2 euclidean
5073 400 79800 10 uniform2 0.1 1600000 1600000 1234.429 10404 2 8 10 3 euclidean
5074 400 79800 10 uniform2 0.1 1600000 1600000 1046.191 9944 2 7 9 4 euclidean
5075 400 79800 10 uniform2 0.1 1600000 1600000 1191.71 10814 2 8 9 5 euclidean
5076 400 79800 10 uniform2 0.1 1600000 1600000 996.443 11186 2 6 9 6 euclidean
5077 400 79800 10 uniform2 0.1 1600000 1600000 941.815000000001 9458 2 7 9 7 euclidean
5078 400 79800 10 uniform2 0.1 1600000 1600000 1155.522 10590 2 8 8 8 euclidean
5079 400 79800 10 uniform2 0.1 1600000 1600000 1080.346 10616 3 9 9 9 euclidean
5080 400 79800 10 uniform2 0.1 1600000 1600000 1175.468 10668 3 7 9 10 euclidean
5081 400 79800 10 uniform2 0.1 1600000 1600000 1098.509 10328 2 7 9 11 euclidean
5082 400 79800 10 uniform2 0.1 1600000 1600000 1224.741 10256 2 9 10 12 euclidean
5083 400 79800 10 uniform2 0.1 1600000 1600000 1010.841 10584 3 7 9 13 euclidean
5084 400 79800 10 uniform2 0.1 1600000 1600000 1069.652 10822 2 8 10 14 euclidean
5085 400 79800 10 uniform2 0.1 1600000 1600000 1114.414 10522 3 7 9 15 euclidean
5086 400 79800 10 uniform2 0.1 1600000 1600000 1221.763 10240 2 9 10 16 euclidean
5087 400 79800 10 uniform2 0.1 1600000 1600000 1069.095 10544 2 8 9 17 euclidean
5088 400 79800 10 uniform2 0.1 1600000 1600000 1097.179 10548 2 4 9 18 euclidean
5089 400 79800 10 uniform2 0.1 1600000 1600000 990.154 10288 2 9 10 19 euclidean
5090 400 79800 10 uniform2 0.1 1600000 1600000 991.347 11050 3 8 9 20 euclidean
5091 400 79800 10 uniform2 0.1 1600000 1600000 1128.903 10916 2 8 8 21 euclidean
5092 400 79800 10 uniform2 0.1 1600000 1600000 1133.474 10594 2 8 8 22 euclidean
5093 400 79800 10 uniform2 0.1 1600000 1600000 1081.51 11178 2 9 10 23 euclidean
5094 400 79800 10 uniform2 0.1 1600000 1600000 1021.021 10400 3 7 9 24 euclidean
5095 400 79800 10 uniform2 0.1 1600000 1600000 1174.662 10636 2 8 10 25 euclidean
5096 400 79800 10 uniform2 0.1 1600000 1600000 1106.077 10240 2 9 9 26 euclidean
5097 400 79800 10 uniform2 0.1 1600000 1600000 1087.636 10472 2 9 8 27 euclidean
5098 400 79800 10 uniform2 0.1 1600000 1600000 1068.074 10918 2 8 9 28 euclidean
5099 400 79800 10 uniform2 0.1 1600000 1600000 1059.16 10560 2 8 10 29 euclidean
5100 400 79800 10 uniform2 0.1 1600000 1600000 1207.512 10638 2 8 8 30 euclidean
5101 400 79800 10 uniform2 0.5 1600000 1600000 1216.937 20284 2 9 7 1 euclidean
5102 400 79800 10 uniform2 0.5 1600000 1600000 1218.919 19558 2 8 9 2 euclidean
5103 400 79800 10 uniform2 0.5 1600000 1600000 1107.995 19874 2 9 9 3 euclidean
5104 400 79800 10 uniform2 0.5 1600000 1600000 1102.372 20720 2 7 8 4 euclidean
5105 400 79800 10 uniform2 0.5 1600000 1600000 1103.969 20114 2 9 7 5 euclidean
5106 400 79800 10 uniform2 0.5 1600000 1600000 1255.867 20724 3 9 10 6 euclidean
5107 400 79800 10 uniform2 0.5 1600000 1600000 1161.154 19884 3 10 10 7 euclidean
5108 400 79800 10 uniform2 0.5 1600000 1600000 1096.002 20534 3 8 8 8 euclidean
5109 400 79800 10 uniform2 0.5 1600000 1600000 1241.975 19428 2 10 10 9 euclidean
5110 400 79800 10 uniform2 0.5 1600000 1600000 1268.449 19286 3 9 9 10 euclidean
5111 400 79800 10 uniform2 0.5 1600000 1600000 1116.19 19118 3 8 10 11 euclidean
5112 400 79800 10 uniform2 0.5 1600000 1600000 1235.103 20878 3 9 10 12 euclidean
5113 400 79800 10 uniform2 0.5 1600000 1600000 1142.766 20082 3 8 9 13 euclidean
5114 400 79800 10 uniform2 0.5 1600000 1600000 1086.468 20532 2 7 8 14 euclidean
5115 400 79800 10 uniform2 0.5 1600000 1600000 1193.283 19830 2 9 9 15 euclidean
5116 400 79800 10 uniform2 0.5 1600000 1600000 1214.08 20090 3 9 10 16 euclidean
5117 400 79800 10 uniform2 0.5 1600000 1600000 1229.443 19250 2 9 8 17 euclidean
5118 400 79800 10 uniform2 0.5 1600000 1600000 925.557000000001 20068 2 8 10 18 euclidean
5119 400 79800 10 uniform2 0.5 1600000 1600000 1187.05 20122 3 8 10 19 euclidean
5120 400 79800 10 uniform2 0.5 1600000 1600000 1256.516 20034 3 7 9 20 euclidean
5121 400 79800 10 uniform2 0.5 1600000 1600000 1111.86 20310 2 9 9 21 euclidean
5122 400 79800 10 uniform2 0.5 1600000 1600000 1242.131 19620 2 9 9 22 euclidean
5123 400 79800 10 uniform2 0.5 1600000 1600000 1210.903 20582 2 9 8 23 euclidean
5124 400 79800 10 uniform2 0.5 1600000 1600000 1161.928 19296 3 7 10 24 euclidean
5125 400 79800 10 uniform2 0.5 1600000 1600000 1114.52 19936 2 8 8 25 euclidean
5126 400 79800 10 uniform2 0.5 1600000 1600000 1134.533 20624 3 9 9 26 euclidean
5127 400 79800 10 uniform2 0.5 1600000 1600000 1102.613 20318 2 9 9 27 euclidean
5128 400 79800 10 uniform2 0.5 1600000 1600000 1165.085 19878 2 9 10 28 euclidean
5129 400 79800 10 uniform2 0.5 1600000 1600000 1093.323 19632 2 7 9 29 euclidean
5130 400 79800 10 uniform2 0.5 1600000 1600000 1252.954 19972 3 7 8 30 euclidean
5131 400 79800 10 uniform2 1 1600000 1600000 1227.112 25776 3 10 10 1 euclidean
5132 400 79800 10 uniform2 1 1600000 1600000 1136.228 26196 2 8 10 2 euclidean
5133 400 79800 10 uniform2 1 1600000 1600000 1235.338 25942 3 10 8 3 euclidean
5134 400 79800 10 uniform2 1 1600000 1600000 1028.855 26470 3 9 8 4 euclidean
5135 400 79800 10 uniform2 1 1600000 1600000 1233.856 26066 2 8 10 5 euclidean
5136 400 79800 10 uniform2 1 1600000 1600000 1138.274 26360 3 9 8 6 euclidean
5137 400 79800 10 uniform2 1 1600000 1600000 1280.303 25898 2 9 10 7 euclidean
5138 400 79800 10 uniform2 1 1600000 1600000 1192.856 26500 3 8 9 8 euclidean
5139 400 79800 10 uniform2 1 1600000 1600000 1259.293 26100 2 7 8 9 euclidean
5140 400 79800 10 uniform2 1 1600000 1600000 1803.683 26908 3 6 9 10 euclidean
5141 400 79800 10 uniform2 1 1600000 1600000 1104.374 25798 2 10 8 11 euclidean
5142 400 79800 10 uniform2 1 1600000 1600000 1262.227 26718 2 9 6 12 euclidean
5143 400 79800 10 uniform2 1 1600000 1600000 1006.718 26284 3 9 8 13 euclidean
5144 400 79800 10 uniform2 1 1600000 1600000 1035.362 26790 3 6 8 14 euclidean
5145 400 79800 10 uniform2 1 1600000 1600000 1099.525 26670 3 9 10 15 euclidean
5146 400 79800 10 uniform2 1 1600000 1600000 1232.529 26594 3 8 10 16 euclidean
5147 400 79800 10 uniform2 1 1600000 1600000 1046.078 26188 3 8 10 17 euclidean
5148 400 79800 10 uniform2 1 1600000 1600000 1109.507 26060 3 8 9 18 euclidean
5149 400 79800 10 uniform2 1 1600000 1600000 1254.244 26184 3 10 8 19 euclidean
5150 400 79800 10 uniform2 1 1600000 1600000 1279.404 25696 2 7 9 20 euclidean
5151 400 79800 10 uniform2 1 1600000 1600000 1072.867 26312 3 7 8 21 euclidean
5152 400 79800 10 uniform2 1 1600000 1600000 1130.893 25654 2 7 8 22 euclidean
5153 400 79800 10 uniform2 1 1600000 1600000 1017.717 26176 2 9 9 23 euclidean
5154 400 79800 10 uniform2 1 1600000 1600000 1148.834 25894 2 9 9 24 euclidean
5155 400 79800 10 uniform2 1 1600000 1600000 1188.446 26174 2 8 10 25 euclidean
5156 400 79800 10 uniform2 1 1600000 1600000 1145.517 26026 2 9 7 26 euclidean
5157 400 79800 10 uniform2 1 1600000 1600000 1108.064 26290 3 7 9 27 euclidean
5158 400 79800 10 uniform2 1 1600000 1600000 1124.422 26698 3 8 9 28 euclidean
5159 400 79800 10 uniform2 1 1600000 1600000 1008.938 26304 2 9 10 29 euclidean
5160 400 79800 10 uniform2 1 1600000 1600000 1234.131 26162 3 9 10 30 euclidean
5161 400 79800 10 uniform3 0.05 1600000 1600000 1150.578 6698 2 5 6 1 euclidean
5162 400 79800 10 uniform3 0.05 1600000 1600000 981.409000000001 7386 2 7 7 2 euclidean
5163 400 79800 10 uniform3 0.05 1600000 1600000 1254.365 6884 2 6 6 3 euclidean
5164 400 79800 10 uniform3 0.05 1600000 1600000 1038.159 6922 2 6 7 4 euclidean
5165 400 79800 10 uniform3 0.05 1600000 1600000 1077.306 7146 2 5 9 5 euclidean
5166 400 79800 10 uniform3 0.05 1600000 1600000 1132.118 6708 2 7 7 6 euclidean
5167 400 79800 10 uniform3 0.05 1600000 1600000 1079.658 6744 2 6 8 7 euclidean
5168 400 79800 10 uniform3 0.05 1600000 1600000 977.223 6846 2 6 7 8 euclidean
5169 400 79800 10 uniform3 0.05 1600000 1600000 1106.016 6966 1 7 8 9 euclidean
5170 400 79800 10 uniform3 0.05 1600000 1600000 1089.226 6450 3 7 9 10 euclidean
5171 400 79800 10 uniform3 0.05 1600000 1600000 1179.45 7234 2 8 9 11 euclidean
5172 400 79800 10 uniform3 0.05 1600000 1600000 1223.578 6628 2 7 10 12 euclidean
5173 400 79800 10 uniform3 0.05 1600000 1600000 969.942 6674 2 6 7 13 euclidean
5174 400 79800 10 uniform3 0.05 1600000 1600000 1092.034 6886 1 7 8 14 euclidean
5175 400 79800 10 uniform3 0.05 1600000 1600000 1077.271 7158 2 7 7 15 euclidean
5176 400 79800 10 uniform3 0.05 1600000 1600000 1051.627 6866 2 5 5 16 euclidean
5177 400 79800 10 uniform3 0.05 1600000 1600000 1200.939 6826 2 6 7 17 euclidean
5178 400 79800 10 uniform3 0.05 1600000 1600000 1193.018 6674 1 7 7 18 euclidean
5179 400 79800 10 uniform3 0.05 1600000 1600000 1116.747 6914 2 5 10 19 euclidean
5180 400 79800 10 uniform3 0.05 1600000 1600000 1045.204 6704 2 6 9 20 euclidean
5181 400 79800 10 uniform3 0.05 1600000 1600000 1093.902 7072 2 7 9 21 euclidean
5182 400 79800 10 uniform3 0.05 1600000 1600000 1319.171 6946 1 7 7 22 euclidean
5183 400 79800 10 uniform3 0.05 1600000 1600000 1132.276 6864 2 7 7 23 euclidean
5184 400 79800 10 uniform3 0.05 1600000 1600000 992.112999999999 6920 2 6 5 24 euclidean
5185 400 79800 10 uniform3 0.05 1600000 1600000 1072.506 6676 2 7 8 25 euclidean
5186 400 79800 10 uniform3 0.05 1600000 1600000 1073.365 6988 3 7 10 26 euclidean
5187 400 79800 10 uniform3 0.05 1600000 1600000 1060.116 6516 2 6 8 27 euclidean
5188 400 79800 10 uniform3 0.05 1600000 1600000 988.343999999999 7230 2 5 8 28 euclidean
5189 400 79800 10 uniform3 0.05 1600000 1600000 1064.538 6940 1 6 9 29 euclidean
5190 400 79800 10 uniform3 0.05 1600000 1600000 1056.685 6888 2 8 7 30 euclidean
5191 400 79800 10 uniform3 0.1 1600000 1600000 1051.412 10156 2 7 10 1 euclidean
5192 400 79800 10 uniform3 0.1 1600000 1600000 1073.374 9652 2 9 8 2 euclidean
5193 400 79800 10 uniform3 0.1 1600000 1600000 1118.909 10010 2 9 9 3 euclidean
5194 400 79800 10 uniform3 0.1 1600000 1600000 1089.489 9790 2 7 9 4 euclidean
5195 400 79800 10 uniform3 0.1 1600000 1600000 1247.889 9632 2 7 8 5 euclidean
5196 400 79800 10 uniform3 0.1 1600000 1600000 1045.245 9746 2 7 8 6 euclidean
5197 400 79800 10 uniform3 0.1 1600000 1600000 1271.918 9804 2 8 9 7 euclidean
5198 400 79800 10 uniform3 0.1 1600000 1600000 1218.261 9990 2 7 6 8 euclidean
5199 400 79800 10 uniform3 0.1 1600000 1600000 1134.241 9618 2 5 10 9 euclidean
5200 400 79800 10 uniform3 0.1 1600000 1600000 1123.744 10160 2 6 7 10 euclidean
5201 400 79800 10 uniform3 0.1 1600000 1600000 1058.679 9864 2 8 9 11 euclidean
5202 400 79800 10 uniform3 0.1 1600000 1600000 1166.973 9512 2 7 10 12 euclidean
5203 400 79800 10 uniform3 0.1 1600000 1600000 1076.865 9674 2 8 9 13 euclidean
5204 400 79800 10 uniform3 0.1 1600000 1600000 1103.565 9988 2 7 6 14 euclidean
5205 400 79800 10 uniform3 0.1 1600000 1600000 1078.842 10130 2 7 7 15 euclidean
5206 400 79800 10 uniform3 0.1 1600000 1600000 1098.94 10176 2 8 9 16 euclidean
5207 400 79800 10 uniform3 0.1 1600000 1600000 1225.61 9838 2 7 9 17 euclidean
5208 400 79800 10 uniform3 0.1 1600000 1600000 1718.713 9482 2 7 9 18 euclidean
5209 400 79800 10 uniform3 0.1 1600000 1600000 1094.466 9934 3 8 8 19 euclidean
5210 400 79800 10 uniform3 0.1 1600000 1600000 998.558 9676 3 7 9 20 euclidean
5211 400 79800 10 uniform3 0.1 1600000 1600000 1107.455 10648 2 8 7 21 euclidean
5212 400 79800 10 uniform3 0.1 1600000 1600000 990.229 9700 2 8 8 22 euclidean
5213 400 79800 10 uniform3 0.1 1600000 1600000 1121.415 10088 3 9 10 23 euclidean
5214 400 79800 10 uniform3 0.1 1600000 1600000 1109.404 10366 2 9 9 24 euclidean
5215 400 79800 10 uniform3 0.1 1600000 1600000 1084.256 10040 2 9 7 25 euclidean
5216 400 79800 10 uniform3 0.1 1600000 1600000 1222.628 9532 2 8 10 26 euclidean
5217 400 79800 10 uniform3 0.1 1600000 1600000 1260.471 9744 2 7 10 27 euclidean
5218 400 79800 10 uniform3 0.1 1600000 1600000 1224.904 9300 2 7 9 28 euclidean
5219 400 79800 10 uniform3 0.1 1600000 1600000 1090.994 10132 3 7 10 29 euclidean
5220 400 79800 10 uniform3 0.1 1600000 1600000 1155.686 10214 2 9 10 30 euclidean
5221 400 79800 10 uniform3 0.5 1600000 1600000 1265.89 19322 3 6 8 1 euclidean
5222 400 79800 10 uniform3 0.5 1600000 1600000 1000.139 18600 2 9 10 2 euclidean
5223 400 79800 10 uniform3 0.5 1600000 1600000 1120.488 19026 2 8 9 3 euclidean
5224 400 79800 10 uniform3 0.5 1600000 1600000 1129.975 19156 3 7 7 4 euclidean
5225 400 79800 10 uniform3 0.5 1600000 1600000 1121.701 18706 2 9 7 5 euclidean
5226 400 79800 10 uniform3 0.5 1600000 1600000 1094.668 18874 2 9 9 6 euclidean
5227 400 79800 10 uniform3 0.5 1600000 1600000 1190.053 18956 2 6 10 7 euclidean
5228 400 79800 10 uniform3 0.5 1600000 1600000 910.503 19298 3 9 9 8 euclidean
5229 400 79800 10 uniform3 0.5 1600000 1600000 1195.097 19114 2 9 10 9 euclidean
5230 400 79800 10 uniform3 0.5 1600000 1600000 1140.458 18850 2 9 9 10 euclidean
5231 400 79800 10 uniform3 0.5 1600000 1600000 1128.82 18466 3 8 10 11 euclidean
5232 400 79800 10 uniform3 0.5 1600000 1600000 1090.358 18934 3 9 9 12 euclidean
5233 400 79800 10 uniform3 0.5 1600000 1600000 975.005999999999 19860 3 8 10 13 euclidean
5234 400 79800 10 uniform3 0.5 1600000 1600000 1127.65 18898 2 8 9 14 euclidean
5235 400 79800 10 uniform3 0.5 1600000 1600000 1140.267 19036 2 8 9 15 euclidean
5236 400 79800 10 uniform3 0.5 1600000 1600000 1176.946 19058 2 9 9 16 euclidean
5237 400 79800 10 uniform3 0.5 1600000 1600000 1024.208 18682 2 8 10 17 euclidean
5238 400 79800 10 uniform3 0.5 1600000 1600000 1097.418 18700 2 9 7 18 euclidean
5239 400 79800 10 uniform3 0.5 1600000 1600000 1050.08 19576 2 8 9 19 euclidean
5240 400 79800 10 uniform3 0.5 1600000 1600000 1238.4 18602 2 7 9 20 euclidean
5241 400 79800 10 uniform3 0.5 1600000 1600000 1118.319 19058 2 9 9 21 euclidean
5242 400 79800 10 uniform3 0.5 1600000 1600000 1128.897 19086 4 7 10 22 euclidean
5243 400 79800 10 uniform3 0.5 1600000 1600000 981.717 18972 4 10 8 23 euclidean
5244 400 79800 10 uniform3 0.5 1600000 1600000 1092.826 18602 2 10 10 24 euclidean
5245 400 79800 10 uniform3 0.5 1600000 1600000 1095.037 18392 2 9 7 25 euclidean
5246 400 79800 10 uniform3 0.5 1600000 1600000 1193.444 19678 2 9 10 26 euclidean
5247 400 79800 10 uniform3 0.5 1600000 1600000 1039.342 18662 3 8 8 27 euclidean
5248 400 79800 10 uniform3 0.5 1600000 1600000 982.799 18812 3 8 10 28 euclidean
5249 400 79800 10 uniform3 0.5 1600000 1600000 1228.427 18804 2 10 10 29 euclidean
5250 400 79800 10 uniform3 0.5 1600000 1600000 1121.576 19478 3 9 9 30 euclidean
5251 400 79800 10 uniform3 1 1600000 1600000 1100.763 24968 3 8 8 1 euclidean
5252 400 79800 10 uniform3 1 1600000 1600000 1065.112 25246 2 7 7 2 euclidean
5253 400 79800 10 uniform3 1 1600000 1600000 1147.116 25196 3 9 8 3 euclidean
5254 400 79800 10 uniform3 1 1600000 1600000 1122.585 25118 2 9 9 4 euclidean
5255 400 79800 10 uniform3 1 1600000 1600000 1098.825 25842 3 8 9 5 euclidean
5256 400 79800 10 uniform3 1 1600000 1600000 1067.245 24782 3 8 10 6 euclidean
5257 400 79800 10 uniform3 1 1600000 1600000 1230.309 24954 2 8 10 7 euclidean
5258 400 79800 10 uniform3 1 1600000 1600000 1092.395 24940 2 9 10 8 euclidean
5259 400 79800 10 uniform3 1 1600000 1600000 1119.646 25698 4 8 10 9 euclidean
5260 400 79800 10 uniform3 1 1600000 1600000 1810.231 25288 3 9 7 10 euclidean
5261 400 79800 10 uniform3 1 1600000 1600000 1121.259 25732 3 8 10 11 euclidean
5262 400 79800 10 uniform3 1 1600000 1600000 1214.387 25572 2 9 9 12 euclidean
5263 400 79800 10 uniform3 1 1600000 1600000 1105.254 25844 2 8 9 13 euclidean
5264 400 79800 10 uniform3 1 1600000 1600000 1114.457 26114 3 7 9 14 euclidean
5265 400 79800 10 uniform3 1 1600000 1600000 1113.205 25534 2 8 10 15 euclidean
