job.id n m mu sampling.fun alpha evals max.evals time.passed PD n.maxdegrees n.leafs n.diameters repl type
7818 50 1225 10 uniform1 0.05 25000 25000 11.7119999999995 1316 2 4 5 18 euclidean
7819 50 1225 10 uniform1 0.05 25000 25000 13.5919999999987 1232 2 6 7 19 euclidean
7820 50 1225 10 uniform1 0.05 25000 25000 14.526 1236 2 5 4 20 euclidean
7821 50 1225 10 uniform1 0.05 25000 25000 13.2929999999978 1164 3 5 5 21 euclidean
7822 50 1225 10 uniform1 0.05 25000 25000 14.8029999999999 1276 2 6 6 22 euclidean
7823 50 1225 10 uniform1 0.05 25000 25000 14.0940000000046 1256 2 5 4 23 euclidean
7824 50 1225 10 uniform1 0.05 25000 25000 13.9939999999988 1268 2 6 5 24 euclidean
7825 50 1225 10 uniform1 0.05 25000 25000 13.1809999999969 1334 3 5 5 25 euclidean
7826 50 1225 10 uniform1 0.05 25000 25000 14.634 1234 3 6 5 26 euclidean
7827 50 1225 10 uniform1 0.05 25000 25000 12.5069999999978 1308 2 7 7 27 euclidean
7828 50 1225 10 uniform1 0.05 25000 25000 14.5629999999992 1250 2 4 6 28 euclidean
7829 50 1225 10 uniform1 0.05 25000 25000 14.1059999999998 1342 2 3 4 29 euclidean
7830 50 1225 10 uniform1 0.05 25000 25000 12.6670000000013 1232 2 4 4 30 euclidean
7831 50 1225 10 uniform1 0.1 25000 25000 14.8109999999997 1480 3 5 5 1 euclidean
7832 50 1225 10 uniform1 0.1 25000 25000 13.9830000000002 1636 2 5 6 2 euclidean
7833 50 1225 10 uniform1 0.1 25000 25000 12.0370000000039 1586 3 6 3 3 euclidean
7834 50 1225 10 uniform1 0.1 25000 25000 13.2410000000018 1626 2 4 5 4 euclidean
7835 50 1225 10 uniform1 0.1 25000 25000 12.6330000000016 1696 2 5 5 5 euclidean
7836 50 1225 10 uniform1 0.1 25000 25000 14.749 1676 3 6 5 6 euclidean
7837 50 1225 10 uniform1 0.1 25000 25000 14.1209999999992 1630 2 6 8 7 euclidean
7838 50 1225 10 uniform1 0.1 25000 25000 13.8250000000044 1650 3 4 4 8 euclidean
7839 50 1225 10 uniform1 0.1 25000 25000 13.6389999999956 1630 2 6 8 9 euclidean
7840 50 1225 10 uniform1 0.1 25000 25000 13.4019999999946 1634 2 4 5 10 euclidean
7841 50 1225 10 uniform1 0.1 25000 25000 14.2149999999965 1686 3 7 6 11 euclidean
7842 50 1225 10 uniform1 0.1 25000 25000 14.0720000000001 1490 2 5 6 12 euclidean
7843 50 1225 10 uniform1 0.1 25000 25000 13.8630000000012 1556 3 6 7 13 euclidean
7844 50 1225 10 uniform1 0.1 25000 25000 12.2080000000024 1688 2 5 4 14 euclidean
7845 50 1225 10 uniform1 0.1 25000 25000 13.8960000000006 1598 3 5 5 15 euclidean
7846 50 1225 10 uniform1 0.1 25000 25000 13.8389999999999 1534 3 6 7 16 euclidean
7847 50 1225 10 uniform1 0.1 25000 25000 12.5760000000009 1660 2 5 4 17 euclidean
7848 50 1225 10 uniform1 0.1 25000 25000 12.8859999999986 1610 2 5 7 18 euclidean
7849 50 1225 10 uniform1 0.1 25000 25000 13.9079999999994 1668 2 3 7 19 euclidean
7850 50 1225 10 uniform1 0.1 25000 25000 14.5740000000005 1596 2 6 5 20 euclidean
7851 50 1225 10 uniform1 0.1 25000 25000 13.4150000000009 1566 3 6 4 21 euclidean
7852 50 1225 10 uniform1 0.1 25000 25000 14.9730000000018 1520 2 5 7 22 euclidean
7853 50 1225 10 uniform1 0.1 25000 25000 15.012999999999 1552 3 5 5 23 euclidean
7854 50 1225 10 uniform1 0.1 25000 25000 13.1029999999992 1668 2 7 4 24 euclidean
7855 50 1225 10 uniform1 0.1 25000 25000 14.135000000002 1676 1 4 5 25 euclidean
7856 50 1225 10 uniform1 0.1 25000 25000 15.1030000000028 1662 2 4 5 26 euclidean
7857 50 1225 10 uniform1 0.1 25000 25000 13.424 1560 3 5 7 27 euclidean
7858 50 1225 10 uniform1 0.1 25000 25000 12.6989999999932 1696 3 4 3 28 euclidean
7859 50 1225 10 uniform1 0.1 25000 25000 12.5439999999999 1624 2 5 7 29 euclidean
7860 50 1225 10 uniform1 0.1 25000 25000 14.273000000001 1688 3 5 7 30 euclidean
7861 50 1225 10 uniform1 0.5 25000 25000 16.962 2720 2 5 8 1 euclidean
7862 50 1225 10 uniform1 0.5 25000 25000 15.3430000000008 2656 2 4 4 2 euclidean
7863 50 1225 10 uniform1 0.5 25000 25000 14.4930000000022 2830 2 5 5 3 euclidean
7864 50 1225 10 uniform1 0.5 25000 25000 13.17 2806 4 4 6 4 euclidean
7865 50 1225 10 uniform1 0.5 25000 25000 13.2479999999996 2842 3 6 6 5 euclidean
7866 50 1225 10 uniform1 0.5 25000 25000 13.2309999999998 2780 3 6 9 6 euclidean
7867 50 1225 10 uniform1 0.5 25000 25000 14.4029999999984 2710 2 6 9 7 euclidean
7868 50 1225 10 uniform1 0.5 25000 25000 15.2829999999994 2804 2 6 7 8 euclidean
7869 50 1225 10 uniform1 0.5 25000 25000 16.7030000000013 2720 3 6 7 9 euclidean
7870 50 1225 10 uniform1 0.5 25000 25000 15.7600000000002 2942 3 5 7 10 euclidean
7871 50 1225 10 uniform1 0.5 25000 25000 14.4499999999989 2762 2 5 7 11 euclidean
7872 50 1225 10 uniform1 0.5 25000 25000 13.9860000000008 2896 3 6 6 12 euclidean
7873 50 1225 10 uniform1 0.5 25000 25000 18.9099999999999 2776 3 7 6 13 euclidean
7874 50 1225 10 uniform1 0.5 25000 25000 13.7249999999985 2912 2 5 6 14 euclidean
7875 50 1225 10 uniform1 0.5 25000 25000 13.244 2820 2 7 6 15 euclidean
7876 50 1225 10 uniform1 0.5 25000 25000 13.8780000000006 2744 2 7 7 16 euclidean
7877 50 1225 10 uniform1 0.5 25000 25000 17.5280000000021 2802 3 5 8 17 euclidean
7878 50 1225 10 uniform1 0.5 25000 25000 14.2730000000001 2824 2 6 7 18 euclidean
7879 50 1225 10 uniform1 0.5 25000 25000 13.857 2690 3 6 7 19 euclidean
7880 50 1225 10 uniform1 0.5 25000 25000 13.902 2814 2 6 7 20 euclidean
7881 50 1225 10 uniform1 0.5 25000 25000 15.6700000000001 2854 2 6 6 21 euclidean
7882 50 1225 10 uniform1 0.5 25000 25000 13.4850000000006 2634 3 6 7 22 euclidean
7883 50 1225 10 uniform1 0.5 25000 25000 14.5829999999987 2706 4 7 5 23 euclidean
7884 50 1225 10 uniform1 0.5 25000 25000 14.9150000000009 2876 3 6 7 24 euclidean
7885 50 1225 10 uniform1 0.5 25000 25000 13.5550000000003 2988 2 5 6 25 euclidean
7886 50 1225 10 uniform1 0.5 25000 25000 14.6369999999952 2940 3 5 5 26 euclidean
7887 50 1225 10 uniform1 0.5 25000 25000 12.7769999999946 2816 3 5 6 27 euclidean
7888 50 1225 10 uniform1 0.5 25000 25000 15.2019999999993 2910 2 5 6 28 euclidean
7889 50 1225 10 uniform1 0.5 25000 25000 18.9669999999969 2814 3 5 7 29 euclidean
7890 50 1225 10 uniform1 0.5 25000 25000 13.9490000000078 2754 4 6 6 30 euclidean
7891 50 1225 10 uniform1 1 25000 25000 15.8190000000031 3424 3 7 7 1 euclidean
7892 50 1225 10 uniform1 1 25000 25000 15.3099999999995 3502 3 6 8 2 euclidean
7893 50 1225 10 uniform1 1 25000 25000 14.5149999999994 3294 3 6 5 3 euclidean
7894 50 1225 10 uniform1 1 25000 25000 18.9970000000001 3152 4 5 7 4 euclidean
7895 50 1225 10 uniform1 1 25000 25000 17.2030000000013 3324 2 7 5 5 euclidean
7896 50 1225 10 uniform1 1 25000 25000 13.478 3348 2 4 7 6 euclidean
7897 50 1225 10 uniform1 1 25000 25000 15.2479999999996 3498 3 6 7 7 euclidean
7898 50 1225 10 uniform1 1 25000 25000 15.2690000000002 3300 3 5 8 8 euclidean
7899 50 1225 10 uniform1 1 25000 25000 15.3459999999977 3392 3 6 5 9 euclidean
7900 50 1225 10 uniform1 1 25000 25000 13.8100000000049 3312 3 7 5 10 euclidean
7901 50 1225 10 uniform1 1 25000 25000 14.6779999999999 3498 3 6 6 11 euclidean
7902 50 1225 10 uniform1 1 25000 25000 17.8140000000003 3226 2 6 6 12 euclidean
7903 50 1225 10 uniform1 1 25000 25000 16.5809999999999 3420 3 7 5 13 euclidean
7904 50 1225 10 uniform1 1 25000 25000 14.8329999999987 3192 2 7 6 14 euclidean
7905 50 1225 10 uniform1 1 25000 25000 16.7929999999978 3194 3 7 6 15 euclidean
7906 50 1225 10 uniform1 1 25000 25000 17.1720000000059 3394 3 6 6 16 euclidean
7907 50 1225 10 uniform1 1 25000 25000 14.8479999999981 3378 3 5 8 17 euclidean
7908 50 1225 10 uniform1 1 25000 25000 13.8330000000005 3268 3 8 6 18 euclidean
7909 50 1225 10 uniform1 1 25000 25000 16.8960000000006 3302 3 5 8 19 euclidean
7910 50 1225 10 uniform1 1 25000 25000 16.3240000000005 3380 4 5 6 20 euclidean
7911 50 1225 10 uniform1 1 25000 25000 17.0799999999999 3472 3 6 4 21 euclidean
7912 50 1225 10 uniform1 1 25000 25000 16.616 3230 3 7 6 22 euclidean
7913 50 1225 10 uniform1 1 25000 25000 16.4730000000054 3390 4 6 6 23 euclidean
7914 50 1225 10 uniform1 1 25000 25000 14.0470000000005 3314 2 4 6 24 euclidean
7915 50 1225 10 uniform1 1 25000 25000 13.6770000000033 3300 4 6 9 25 euclidean
7916 50 1225 10 uniform1 1 25000 25000 16.2330000000002 3344 2 5 6 26 euclidean
7917 50 1225 10 uniform1 1 25000 25000 16.6040000000012 3182 2 6 6 27 euclidean
7918 50 1225 10 uniform1 1 25000 25000 15.6450000000041 3382 4 6 7 28 euclidean
7919 50 1225 10 uniform1 1 25000 25000 16.9160000000002 3202 3 5 7 29 euclidean
7920 50 1225 10 uniform1 1 25000 25000 13.9449999999997 3068 3 8 7 30 euclidean
7921 50 1225 10 uniform2 0.05 25000 25000 11.4089999999997 1282 2 6 6 1 euclidean
7922 50 1225 10 uniform2 0.05 25000 25000 13.6300000000047 1154 2 5 5 2 euclidean
7923 50 1225 10 uniform2 0.05 25000 25000 13.2860000000001 1256 1 4 3 3 euclidean
7924 50 1225 10 uniform2 0.05 25000 25000 14.0750000000007 1186 1 3 4 4 euclidean
7925 50 1225 10 uniform2 0.05 25000 25000 13.2609999999986 1178 2 5 4 5 euclidean
7926 50 1225 10 uniform2 0.05 25000 25000 13.726999999999 1144 2 4 5 6 euclidean
7927 50 1225 10 uniform2 0.05 25000 25000 11.9599999999991 1152 2 4 4 7 euclidean
7928 50 1225 10 uniform2 0.05 25000 25000 14.976999999999 1194 2 3 4 8 euclidean
7929 50 1225 10 uniform2 0.05 25000 25000 15.2129999999961 1242 2 3 4 9 euclidean
7930 50 1225 10 uniform2 0.05 25000 25000 15.0810000000001 1268 2 4 6 10 euclidean
7931 50 1225 10 uniform2 0.05 25000 25000 14.2250000000058 1004 3 6 5 11 euclidean
7932 50 1225 10 uniform2 0.05 25000 25000 11.805 1220 2 5 5 12 euclidean
7933 50 1225 10 uniform2 0.05 25000 25000 13.0720000000001 1300 3 5 5 13 euclidean
7934 50 1225 10 uniform2 0.05 25000 25000 12.2799999999988 1198 2 5 6 14 euclidean
7935 50 1225 10 uniform2 0.05 25000 25000 11.5639999999985 1152 2 4 5 15 euclidean
7936 50 1225 10 uniform2 0.05 25000 25000 13.0810000000056 1220 3 5 4 16 euclidean
7937 50 1225 10 uniform2 0.05 25000 25000 13.724000000002 1054 2 4 3 17 euclidean
7938 50 1225 10 uniform2 0.05 25000 25000 14.0059999999994 1246 2 3 6 18 euclidean
7939 50 1225 10 uniform2 0.05 25000 25000 13.0489999999991 1136 2 5 5 19 euclidean
7940 50 1225 10 uniform2 0.05 25000 25000 11.7279999999992 1284 2 4 6 20 euclidean
7941 50 1225 10 uniform2 0.05 25000 25000 12.5880000000034 1248 2 3 4 21 euclidean
7942 50 1225 10 uniform2 0.05 25000 25000 11.744999999999 1224 2 4 4 22 euclidean
7943 50 1225 10 uniform2 0.05 25000 25000 13.2569999999978 1244 3 6 6 23 euclidean
7944 50 1225 10 uniform2 0.05 25000 25000 11.882 1232 2 4 4 24 euclidean
7945 50 1225 10 uniform2 0.05 25000 25000 12.5430000000015 1154 2 4 4 25 euclidean
7946 50 1225 10 uniform2 0.05 25000 25000 11.9650000000038 1226 1 3 5 26 euclidean
7947 50 1225 10 uniform2 0.05 25000 25000 12.9900000000052 1146 3 4 4 27 euclidean
7948 50 1225 10 uniform2 0.05 25000 25000 13.2710000000079 1204 2 5 3 28 euclidean
7949 50 1225 10 uniform2 0.05 25000 25000 11.9459999999999 1230 2 5 6 29 euclidean
7950 50 1225 10 uniform2 0.05 25000 25000 13.9029999999984 1222 2 3 4 30 euclidean
7951 50 1225 10 uniform2 0.1 25000 25000 12.0929999999989 1546 2 6 4 1 euclidean
7952 50 1225 10 uniform2 0.1 25000 25000 14.099000000002 1590 3 5 7 2 euclidean
7953 50 1225 10 uniform2 0.1 25000 25000 14.8579999999997 1642 2 6 6 3 euclidean
7954 50 1225 10 uniform2 0.1 25000 25000 12.2640000000101 1590 3 6 5 4 euclidean
7955 50 1225 10 uniform2 0.1 25000 25000 12.4929999999986 1610 3 6 7 5 euclidean
7956 50 1225 10 uniform2 0.1 25000 25000 16.198000000004 1686 2 5 5 6 euclidean
7957 50 1225 10 uniform2 0.1 25000 25000 15.6229999999996 1492 2 5 7 7 euclidean
7958 50 1225 10 uniform2 0.1 25000 25000 14.0550000000003 1480 3 5 6 8 euclidean
7959 50 1225 10 uniform2 0.1 25000 25000 13.280999999999 1502 3 6 6 9 euclidean
7960 50 1225 10 uniform2 0.1 25000 25000 12.9710000000014 1620 2 6 5 10 euclidean
7961 50 1225 10 uniform2 0.1 25000 25000 11.9609999999993 1582 3 6 7 11 euclidean
7962 50 1225 10 uniform2 0.1 25000 25000 15.5229999999992 1702 1 5 6 12 euclidean
7963 50 1225 10 uniform2 0.1 25000 25000 16.6269999999986 1608 3 7 5 13 euclidean
7964 50 1225 10 uniform2 0.1 25000 25000 15.5869999999995 1514 2 5 6 14 euclidean
7965 50 1225 10 uniform2 0.1 25000 25000 12.1520000000019 1474 3 5 5 15 euclidean
7966 50 1225 10 uniform2 0.1 25000 25000 11.5720000000001 1498 3 6 6 16 euclidean
7967 50 1225 10 uniform2 0.1 25000 25000 15.2219999999998 1472 2 5 6 17 euclidean
7968 50 1225 10 uniform2 0.1 25000 25000 15.0850000000064 1586 3 4 5 18 euclidean
7969 50 1225 10 uniform2 0.1 25000 25000 13.2070000000022 1540 3 4 3 19 euclidean
7970 50 1225 10 uniform2 0.1 25000 25000 13.668 1608 3 6 5 20 euclidean
7971 50 1225 10 uniform2 0.1 25000 25000 14.1579999999994 1614 1 6 3 21 euclidean
7972 50 1225 10 uniform2 0.1 25000 25000 13.2830000000031 1466 2 5 5 22 euclidean
7973 50 1225 10 uniform2 0.1 25000 25000 12.721000000005 1624 2 6 6 23 euclidean
7974 50 1225 10 uniform2 0.1 25000 25000 13.5459999999985 1466 2 7 7 24 euclidean
7975 50 1225 10 uniform2 0.1 25000 25000 13.9550000000017 1472 2 4 5 25 euclidean
7976 50 1225 10 uniform2 0.1 25000 25000 14.0120000000024 1614 2 4 5 26 euclidean
7977 50 1225 10 uniform2 0.1 25000 25000 16.3009999999999 1526 2 5 6 27 euclidean
7978 50 1225 10 uniform2 0.1 25000 25000 12.8909999999996 1602 2 4 8 28 euclidean
7979 50 1225 10 uniform2 0.1 25000 25000 13.8609999999899 1600 3 6 5 29 euclidean
7980 50 1225 10 uniform2 0.1 25000 25000 11.6409999999996 1440 3 4 5 30 euclidean
7981 50 1225 10 uniform2 0.5 25000 25000 15.3530000000028 2864 3 7 9 1 euclidean
7982 50 1225 10 uniform2 0.5 25000 25000 16.7690000000002 2948 2 6 6 2 euclidean
7983 50 1225 10 uniform2 0.5 25000 25000 16.3780000000042 2980 2 5 6 3 euclidean
7984 50 1225 10 uniform2 0.5 25000 25000 14.4389999999985 2906 3 4 8 4 euclidean
7985 50 1225 10 uniform2 0.5 25000 25000 13.505000000001 2870 2 4 6 5 euclidean
7986 50 1225 10 uniform2 0.5 25000 25000 14.6709999999948 2884 2 6 8 6 euclidean
7987 50 1225 10 uniform2 0.5 25000 25000 13.7939999999944 2916 2 6 6 7 euclidean
7988 50 1225 10 uniform2 0.5 25000 25000 13.0439999999944 2788 3 6 7 8 euclidean
7989 50 1225 10 uniform2 0.5 25000 25000 14.4350000000013 2966 2 7 5 9 euclidean
7990 50 1225 10 uniform2 0.5 25000 25000 13.9720000000016 2878 3 4 8 10 euclidean
7991 50 1225 10 uniform2 0.5 25000 25000 14.7390000000005 2912 3 6 6 11 euclidean
7992 50 1225 10 uniform2 0.5 25000 25000 16.8540000000003 3068 3 7 8 12 euclidean
7993 50 1225 10 uniform2 0.5 25000 25000 13.4529999999995 2866 3 6 5 13 euclidean
7994 50 1225 10 uniform2 0.5 25000 25000 14.9660000000003 2990 3 7 8 14 euclidean
7995 50 1225 10 uniform2 0.5 25000 25000 12.8349999999991 2840 3 4 7 15 euclidean
7996 50 1225 10 uniform2 0.5 25000 25000 16.7330000000002 3048 3 6 6 16 euclidean
7997 50 1225 10 uniform2 0.5 25000 25000 14.7710000000006 2978 2 5 7 17 euclidean
7998 50 1225 10 uniform2 0.5 25000 25000 14.4120000000003 2812 2 6 7 18 euclidean
7999 50 1225 10 uniform2 0.5 25000 25000 14.3300000000017 3032 3 7 5 19 euclidean
8000 50 1225 10 uniform2 0.5 25000 25000 12.4989999999998 2994 2 6 8 20 euclidean
8001 50 1225 10 uniform2 0.5 25000 25000 13.7049999999981 2966 3 6 5 21 euclidean
8002 50 1225 10 uniform2 0.5 25000 25000 14.5299999999988 2888 2 7 7 22 euclidean
8003 50 1225 10 uniform2 0.5 25000 25000 14.0389999999898 2940 3 5 7 23 euclidean
8004 50 1225 10 uniform2 0.5 25000 25000 11.8920000000071 2964 3 5 7 24 euclidean
8005 50 1225 10 uniform2 0.5 25000 25000 14.386 2872 2 5 4 25 euclidean
8006 50 1225 10 uniform2 0.5 25000 25000 12.4650000000038 2974 2 6 7 26 euclidean
8007 50 1225 10 uniform2 0.5 25000 25000 17.1510000000053 2910 3 6 7 27 euclidean
8008 50 1225 10 uniform2 0.5 25000 25000 15.6910000000025 2900 3 7 7 28 euclidean
8009 50 1225 10 uniform2 0.5 25000 25000 14.5499999999956 2908 3 5 6 29 euclidean
8010 50 1225 10 uniform2 0.5 25000 25000 14.5380000000005 2892 3 5 6 30 euclidean
8011 50 1225 10 uniform2 1 25000 25000 14.898000000001 3654 3 7 6 1 euclidean
8012 50 1225 10 uniform2 1 25000 25000 13.260000000002 3662 2 7 6 2 euclidean
8013 50 1225 10 uniform2 1 25000 25000 16.3990000000003 3650 2 7 9 3 euclidean
8014 50 1225 10 uniform2 1 25000 25000 13.1959999999963 3560 4 6 6 4 euclidean
8015 50 1225 10 uniform2 1 25000 25000 14.2429999999995 3650 3 6 6 5 euclidean
8016 50 1225 10 uniform2 1 25000 25000 15.4819999999963 3656 3 6 7 6 euclidean
8017 50 1225 10 uniform2 1 25000 25000 16.4880000000003 3492 2 6 6 7 euclidean
8018 50 1225 10 uniform2 1 25000 25000 15.5059999999976 3654 3 7 7 8 euclidean
8019 50 1225 10 uniform2 1 25000 25000 17.1390000000101 3690 3 6 6 9 euclidean
8020 50 1225 10 uniform2 1 25000 25000 14.5809999999983 3714 3 3 7 10 euclidean
8021 50 1225 10 uniform2 1 25000 25000 13.6260000000038 3668 2 8 8 11 euclidean
8022 50 1225 10 uniform2 1 25000 25000 14.7939999999999 3642 3 6 6 12 euclidean
8023 50 1225 10 uniform2 1 25000 25000 18.04 3644 3 5 6 13 euclidean
8024 50 1225 10 uniform2 1 25000 25000 17.8600000000006 3634 2 5 6 14 euclidean
8025 50 1225 10 uniform2 1 25000 25000 15.2669999999998 3632 2 8 6 15 euclidean
8026 50 1225 10 uniform2 1 25000 25000 14.4529999999995 3688 4 8 7 16 euclidean
8027 50 1225 10 uniform2 1 25000 25000 14.7380000000012 3676 4 7 7 17 euclidean
8028 50 1225 10 uniform2 1 25000 25000 12.6520000000019 3612 2 8 5 18 euclidean
8029 50 1225 10 uniform2 1 25000 25000 24.2639999999956 3690 3 7 9 19 euclidean
8030 50 1225 10 uniform2 1 25000 25000 12.5380000000005 3604 4 5 8 20 euclidean
8031 50 1225 10 uniform2 1 25000 25000 13.9059999999999 3584 3 6 8 21 euclidean
8032 50 1225 10 uniform2 1 25000 25000 16.1549999999997 3674 3 8 8 22 euclidean
8033 50 1225 10 uniform2 1 25000 25000 15.2819999999992 3658 3 7 6 23 euclidean
8034 50 1225 10 uniform2 1 25000 25000 15.8970000000008 3646 4 6 8 24 euclidean
8035 50 1225 10 uniform2 1 25000 25000 15.9209999999985 3650 3 6 6 25 euclidean
8036 50 1225 10 uniform2 1 25000 25000 13.0029999999988 3650 4 3 6 26 euclidean
8037 50 1225 10 uniform2 1 25000 25000 16.2889999999998 3680 3 5 6 27 euclidean
8038 50 1225 10 uniform2 1 25000 25000 16.7079999999987 3592 2 7 8 28 euclidean
8039 50 1225 10 uniform2 1 25000 25000 15.0570000000007 3662 2 6 7 29 euclidean
8040 50 1225 10 uniform2 1 25000 25000 13.0829999999987 3652 3 5 5 30 euclidean
8041 50 1225 10 uniform3 0.05 25000 25000 13.0119999999997 1176 2 3 5 1 euclidean
8042 50 1225 10 uniform3 0.05 25000 25000 12.8080000000009 1142 2 3 6 2 euclidean
8043 50 1225 10 uniform3 0.05 25000 25000 13.067 978 2 5 4 3 euclidean
8044 50 1225 10 uniform3 0.05 25000 25000 13.388 1072 2 3 6 4 euclidean
8045 50 1225 10 uniform3 0.05 25000 25000 12.5569999999989 958 1 5 5 5 euclidean
8046 50 1225 10 uniform3 0.05 25000 25000 11.7999999999956 988 3 5 4 6 euclidean
8047 50 1225 10 uniform3 0.05 25000 25000 14.4619999999995 1058 2 6 4 7 euclidean
8048 50 1225 10 uniform3 0.05 25000 25000 15.402 1036 1 5 3 8 euclidean
8049 50 1225 10 uniform3 0.05 25000 25000 13.3690000000006 1144 2 4 5 9 euclidean
8050 50 1225 10 uniform3 0.05 25000 25000 14.8880000000008 1132 2 4 4 10 euclidean
8051 50 1225 10 uniform3 0.05 25000 25000 12.7479999999996 1030 2 6 3 11 euclidean
8052 50 1225 10 uniform3 0.05 25000 25000 12.1620000000003 1122 2 4 4 12 euclidean
8053 50 1225 10 uniform3 0.05 25000 25000 15.0809999999983 1070 2 2 5 13 euclidean
8054 50 1225 10 uniform3 0.05 25000 25000 13.0670000000027 1010 2 4 5 14 euclidean
8055 50 1225 10 uniform3 0.05 25000 25000 12.5160000000033 1180 2 4 3 15 euclidean
8056 50 1225 10 uniform3 0.05 25000 25000 12.265999999996 1062 2 3 6 16 euclidean
8057 50 1225 10 uniform3 0.05 25000 25000 13.3950000000004 1140 2 6 5 17 euclidean
8058 50 1225 10 uniform3 0.05 25000 25000 15.488 996 2 5 5 18 euclidean
8059 50 1225 10 uniform3 0.05 25000 25000 11.1169999999984 1220 2 4 5 19 euclidean
8060 50 1225 10 uniform3 0.05 25000 25000 13.1739999999991 1026 3 3 4 20 euclidean
8061 50 1225 10 uniform3 0.05 25000 25000 13.718 1220 2 5 3 21 euclidean
8062 50 1225 10 uniform3 0.05 25000 25000 12.3820000000014 1132 2 6 4 22 euclidean
8063 50 1225 10 uniform3 0.05 25000 25000 12.3719999999994 1174 2 4 4 23 euclidean
8064 50 1225 10 uniform3 0.05 25000 25000 13.44 1046 2 4 4 24 euclidean
8065 50 1225 10 uniform3 0.05 25000 25000 13.359 1120 2 6 4 25 euclidean
8066 50 1225 10 uniform3 0.05 25000 25000 12.9089999999997 1166 2 4 7 26 euclidean
8067 50 1225 10 uniform3 0.05 25000 25000 12.7309999999998 1142 1 4 4 27 euclidean
8068 50 1225 10 uniform3 0.05 25000 25000 12.8400000000001 1184 2 5 6 28 euclidean
8069 50 1225 10 uniform3 0.05 25000 25000 12.7580000000016 1140 2 3 3 29 euclidean
8070 50 1225 10 uniform3 0.05 25000 25000 13.0260000000017 1016 2 4 5 30 euclidean
8071 50 1225 10 uniform3 0.1 25000 25000 12.7979999999952 1446 2 4 6 1 euclidean
8072 50 1225 10 uniform3 0.1 25000 25000 13.9370000000054 1476 2 4 7 2 euclidean
8073 50 1225 10 uniform3 0.1 25000 25000 13.6660000000047 1494 3 5 7 3 euclidean
8074 50 1225 10 uniform3 0.1 25000 25000 12.5959999999977 1472 2 4 6 4 euclidean
8075 50 1225 10 uniform3 0.1 25000 25000 13.3389999999999 1644 3 4 5 5 euclidean
8076 50 1225 10 uniform3 0.1 25000 25000 11.573000000004 1466 3 5 3 6 euclidean
8077 50 1225 10 uniform3 0.1 25000 25000 11.4179999999997 1520 2 5 5 7 euclidean
8078 50 1225 10 uniform3 0.1 25000 25000 12.6109999999999 1366 2 5 7 8 euclidean
8079 50 1225 10 uniform3 0.1 25000 25000 13.3010000000004 1448 2 6 6 9 euclidean
8080 50 1225 10 uniform3 0.1 25000 25000 12.5689999999959 1446 2 5 6 10 euclidean
8081 50 1225 10 uniform3 0.1 25000 25000 11.882999999998 1498 2 5 4 11 euclidean
8082 50 1225 10 uniform3 0.1 25000 25000 12.4809999999998 1384 2 4 5 12 euclidean
8083 50 1225 10 uniform3 0.1 25000 25000 12.5020000000004 1480 2 4 4 13 euclidean
8084 50 1225 10 uniform3 0.1 25000 25000 11.869999999999 1520 2 4 5 14 euclidean
8085 50 1225 10 uniform3 0.1 25000 25000 14.25 1448 2 5 6 15 euclidean
8086 50 1225 10 uniform3 0.1 25000 25000 14.1120000000001 1432 2 7 7 16 euclidean
8087 50 1225 10 uniform3 0.1 25000 25000 12 1564 2 3 6 17 euclidean
8088 50 1225 10 uniform3 0.1 25000 25000 14.1880000000019 1500 1 5 5 18 euclidean
8089 50 1225 10 uniform3 0.1 25000 25000 12.8919999999998 1486 1 5 5 19 euclidean
8090 50 1225 10 uniform3 0.1 25000 25000 12.9220000000005 1506 2 6 4 20 euclidean
8091 50 1225 10 uniform3 0.1 25000 25000 13.0380000000005 1424 1 5 6 21 euclidean
8092 50 1225 10 uniform3 0.1 25000 25000 14.635000000002 1492 2 7 7 22 euclidean
8093 50 1225 10 uniform3 0.1 25000 25000 13.6529999999993 1540 2 5 5 23 euclidean
8094 50 1225 10 uniform3 0.1 25000 25000 12.1549999999997 1502 2 5 3 24 euclidean
8095 50 1225 10 uniform3 0.1 25000 25000 13.0239999999994 1438 2 5 7 25 euclidean
8096 50 1225 10 uniform3 0.1 25000 25000 12.4590000000007 1334 2 7 7 26 euclidean
8097 50 1225 10 uniform3 0.1 25000 25000 15.395 1460 3 5 7 27 euclidean
8098 50 1225 10 uniform3 0.1 25000 25000 12.2030000000013 1432 2 5 4 28 euclidean
8099 50 1225 10 uniform3 0.1 25000 25000 13.0659999999989 1484 3 5 4 29 euclidean
8100 50 1225 10 uniform3 0.1 25000 25000 14.8119999999999 1380 2 4 5 30 euclidean
8101 50 1225 10 uniform3 0.5 25000 25000 12.9460000000017 2780 3 6 6 1 euclidean
8102 50 1225 10 uniform3 0.5 25000 25000 13.3379999999997 2874 3 6 7 2 euclidean
8103 50 1225 10 uniform3 0.5 25000 25000 12.7570000000014 2794 3 5 8 3 euclidean
8104 50 1225 10 uniform3 0.5 25000 25000 13.5449999999983 2908 2 6 10 4 euclidean
8105 50 1225 10 uniform3 0.5 25000 25000 14.7349999999997 2894 3 5 6 5 euclidean
8106 50 1225 10 uniform3 0.5 25000 25000 11.9840000000004 2712 2 6 5 6 euclidean
